id,published,title,authors,categories,hf_papers_available,hf_papers_url,abs_url,pdf_url,local_pdf,matched_queries
2604.08065,2026-04-09T10:27:32Z,Multimodal Latent Reasoning via Predictive Embeddings,Ashutosh Adhikari; Mirella Lapata,cs.LG,False,https://huggingface.co/papers/2604.08065,https://arxiv.org/abs/2604.08065,https://arxiv.org/pdf/2604.08065v1,/root/workspace/jepa/pdfs/2604.08065.pdf,"all:""JEPA"""
2604.05767,2026-04-07T12:10:21Z,Beyond the Beep: Scalable Collision Anticipation and Real-Time Explainability with BADAS-2.0,Roni Goldshmidt; Hamish Scott; Lorenzo Niccolini; Hernan Matzner,cs.CV; cs.CL,False,https://huggingface.co/papers/2604.05767,https://arxiv.org/abs/2604.05767,https://arxiv.org/pdf/2604.05767v2,/root/workspace/jepa/pdfs/2604.05767.pdf,"all:""V-JEPA2"""
2604.01349,2026-04-01T20:02:56Z,PI-JEPA: Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction,Brandon Yee; Pairie Koh,cs.LG; cs.CE; physics.comp-ph,False,https://huggingface.co/papers/2604.01349,https://arxiv.org/abs/2604.01349,https://arxiv.org/pdf/2604.01349v3,/root/workspace/jepa/pdfs/2604.01349.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2604.00394,2026-04-01T02:23:21Z,Deep Networks Favor Simple Data,Weyl Lu; Chenjie Hao; Yubei Chen,cs.LG; cs.AI,False,https://huggingface.co/papers/2604.00394,https://arxiv.org/abs/2604.00394,https://arxiv.org/pdf/2604.00394v2,/root/workspace/jepa/pdfs/2604.00394.pdf,"all:""I-JEPA""; all:""JEPA"""
2604.00383,2026-04-01T02:08:07Z,Mine-JEPA: In-Domain Self-Supervised Learning for Mine-Like Object Classification in Side-Scan Sonar,Taeyoun Kwon; Youngwon Choi; Hyeonyu Kim; Myeongkyun Cho; Junhyeok Choi; Moon Hwan Kim,cs.CV,False,https://huggingface.co/papers/2604.00383,https://arxiv.org/abs/2604.00383,https://arxiv.org/pdf/2604.00383v1,/root/workspace/jepa/pdfs/2604.00383.pdf,"all:""JEPA"""
2603.29966,2026-03-31T16:31:25Z,Scaling Video Pretraining for Surgical Foundation Models,Sicheng Lu; Zikai Xiao; Jianhui Wei; Danyu Sun; Qi Lu; Keli Hu; Yang Feng; Jian Wu; Zongxin Yang; Zuozhu Liu,cs.CV,False,https://huggingface.co/papers/2603.29966,https://arxiv.org/abs/2603.29966,https://arxiv.org/pdf/2603.29966v2,/root/workspace/jepa/pdfs/2603.29966.pdf,"all:""JEPA"""
2603.29796,2026-03-31T14:29:42Z,JEPA-MSAC: A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications,Can Zheng; Jiguang He; Guofa Cai; Nannan Li; Mehdi Bennis; Henk Wymeersch; Merouane Debbah,eess.SP,False,https://huggingface.co/papers/2603.29796,https://arxiv.org/abs/2603.29796,https://arxiv.org/pdf/2603.29796v1,/root/workspace/jepa/pdfs/2603.29796.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.27134,2026-03-28T04:46:44Z,Semantic Interaction Information mediates compositional generalization in latent space,John Schwarcz,cs.LG,False,https://huggingface.co/papers/2603.27134,https://arxiv.org/abs/2603.27134,https://arxiv.org/pdf/2603.27134v4,/root/workspace/jepa/pdfs/2603.27134.pdf,"all:""JEPA"""
2603.25981,2026-03-26T23:47:49Z,Policy-Guided World Model Planning for Language-Conditioned Visual Navigation,Amirhosein Chahe; Lifeng Zhou,cs.RO; cs.AI; cs.CL,False,https://huggingface.co/papers/2603.25981,https://arxiv.org/abs/2603.25981,https://arxiv.org/pdf/2603.25981v1,/root/workspace/jepa/pdfs/2603.25981.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.25841,2026-03-26T19:03:49Z,GazeQwen: Lightweight Gaze-Conditioned LLM Modulation for Streaming Video Understanding,Trong Thang Pham; Hien Nguyen; Ngan Le,cs.CV; cs.AI,False,https://huggingface.co/papers/2603.25841,https://arxiv.org/abs/2603.25841,https://arxiv.org/pdf/2603.25841v1,/root/workspace/jepa/pdfs/2603.25841.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.25216,2026-03-26T09:16:55Z,A Wireless World Model for AI-Native 6G Networks,Ziqi Chen; Yi Ren; Yixuan Huang; Qi Sun; Nan Li; Yuhong Huang; Chih-Lin I; Yifan Li; Liang Xia,cs.NI; cs.AI; eess.SP,False,https://huggingface.co/papers/2603.25216,https://arxiv.org/abs/2603.25216,https://arxiv.org/pdf/2603.25216v1,/root/workspace/jepa/pdfs/2603.25216.pdf,"all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.24327,2026-03-25T14:09:59Z,Le MuMo JEPA: Multi-Modal Self-Supervised Representation Learning with Learnable Fusion Tokens,Ciem Cornelissen; Sam Leroux; Pieter Simoens,cs.CV,False,https://huggingface.co/papers/2603.24327,https://arxiv.org/abs/2603.24327,https://arxiv.org/pdf/2603.24327v2,/root/workspace/jepa/pdfs/2603.24327.pdf,"all:""JEPA""; all:""LeJEPA"""
2603.23308,2026-03-24T15:13:30Z,Curriculum-Driven 3D CT Report Generation via Language-Free Visual Grafting and Zone-Constrained Compression,V. K. Cody Bumgardner; Mitchell A. Klusty; Mahmut S. Gokmen; Evan W. Damron,cs.CV; cs.AI,True,https://huggingface.co/papers/2603.23308,https://arxiv.org/abs/2603.23308,https://arxiv.org/pdf/2603.23308v1,/root/workspace/jepa/pdfs/2603.23308.pdf,"all:""LeJEPA"""
2603.22649,2026-03-23T23:53:16Z,Pretext Matters: An Empirical Study of SSL Methods in Medical Imaging,Vedrana Ivezić; Mara Pleasure; Ashwath Radhachandran; Saarang Panchavati; Shreeram Athreya; Vivek Sant; Benjamin Emert; Gregory Fishbein; Corey Arnold; William Speier,cs.CV,False,https://huggingface.co/papers/2603.22649,https://arxiv.org/abs/2603.22649,https://arxiv.org/pdf/2603.22649v1,/root/workspace/jepa/pdfs/2603.22649.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.22281,2026-03-23T17:59:42Z,ThinkJEPA: Empowering Latent World Models with Large Vision-Language Reasoning Model,Haichao Zhang; Yijiang Li; Shwai He; Tushar Nagarajan; Mingfei Chen; Jianglin Lu; Ang Li; Yun Fu,cs.CV; cs.AI; cs.CL; cs.LG; cs.RO,True,https://huggingface.co/papers/2603.22281,https://arxiv.org/abs/2603.22281,https://arxiv.org/pdf/2603.22281v1,/root/workspace/jepa/pdfs/2603.22281.pdf,"all:""JEPA""; all:""V-JEPA2"""
2603.21340,2026-03-22T17:46:04Z,ARYA: A Physics-Constrained Composable & Deterministic World Model Architecture,Seth Dobrin; Lukasz Chmiel,cs.AI; cs.DC,False,https://huggingface.co/papers/2603.21340,https://arxiv.org/abs/2603.21340,https://arxiv.org/pdf/2603.21340v1,/root/workspace/jepa/pdfs/2603.21340.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.20111,2026-03-20T16:36:29Z,Var-JEPA: A Variational Formulation of the Joint-Embedding Predictive Architecture -- Bridging Predictive and Generative Self-Supervised Learning,Moritz Gögl; Christopher Yau,cs.LG; cs.AI,False,https://huggingface.co/papers/2603.20111,https://arxiv.org/abs/2603.20111,https://arxiv.org/pdf/2603.20111v1,/root/workspace/jepa/pdfs/2603.20111.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.20048,2026-03-20T15:32:47Z,Structured Latent Dynamics in Wireless CSI via Homomorphic World Models,Salmane Naoumi; Mehdi Bennis; Marwa Chafii,eess.SP; cs.LG,False,https://huggingface.co/papers/2603.20048,https://arxiv.org/abs/2603.20048,https://arxiv.org/pdf/2603.20048v1,/root/workspace/jepa/pdfs/2603.20048.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.20327,2026-03-20T01:30:59Z,Probing the Latent World: Emergent Discrete Symbols and Physical Structure in Latent Representations,Liu hung ming,cs.LG; cs.AI; cs.CV,False,https://huggingface.co/papers/2603.20327,https://arxiv.org/abs/2603.20327,https://arxiv.org/pdf/2603.20327v1,/root/workspace/jepa/pdfs/2603.20327.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture""; all:""V-JEPA"""
2603.19100,2026-03-19T16:26:11Z,LuMamba: Latent Unified Mamba for Electrode Topology-Invariant and Efficient EEG Modeling,Danaé Broustail; Anna Tegon; Thorir Mar Ingolfsson; Yawei Li; Luca Benini,cs.AI,True,https://huggingface.co/papers/2603.19100,https://arxiv.org/abs/2603.19100,https://arxiv.org/pdf/2603.19100v1,/root/workspace/jepa/pdfs/2603.19100.pdf,"all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture""; all:""LeJEPA"""
2604.03266,2026-03-18T20:23:52Z,Emergent Compositional Communication for Latent World Properties,Tomek Kaszyński,cs.MA; cs.LG,True,https://huggingface.co/papers/2604.03266,https://arxiv.org/abs/2604.03266,https://arxiv.org/pdf/2604.03266v1,/root/workspace/jepa/pdfs/2604.03266.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.16281,2026-03-17T09:13:29Z,Laya: A LeJEPA Approach to EEG via Latent Prediction over Reconstruction,Saarang Panchavati; Uddhav Panchavati; Corey Arnold; William Speier,cs.LG; q-bio.NC,False,https://huggingface.co/papers/2603.16281,https://arxiv.org/abs/2603.16281,https://arxiv.org/pdf/2603.16281v1,/root/workspace/jepa/pdfs/2603.16281.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture""; all:""LeJEPA"""
2603.15916,2026-03-16T21:05:39Z,"Auto Researching, not hyperparameter tuning: Convergence Analysis of 10,000 Experiments",Xiaoyi Li,cs.LG; cs.AI,False,https://huggingface.co/papers/2603.15916,https://arxiv.org/abs/2603.15916,https://arxiv.org/pdf/2603.15916v1,/root/workspace/jepa/pdfs/2603.15916.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.15553,2026-03-16T17:13:27Z,Self-Distillation of Hidden Layers for Self-Supervised Representation Learning,Scott C. Lowe; Anthony Fuller; Sageev Oore; Evan Shelhamer; Graham W. Taylor,cs.CV; cs.LG,False,https://huggingface.co/papers/2603.15553,https://arxiv.org/abs/2603.15553,https://arxiv.org/pdf/2603.15553v1,/root/workspace/jepa/pdfs/2603.15553.pdf,"all:""I-JEPA""; all:""JEPA"""
2603.14482,2026-03-15T17:02:40Z,V-JEPA 2.1: Unlocking Dense Features in Video Self-Supervised Learning,Lorenzo Mur-Labadia; Matthew Muckley; Amir Bar; Mido Assran; Koustuv Sinha; Mike Rabbat; Yann LeCun; Nicolas Ballas; Adrien Bardes,cs.CV,True,https://huggingface.co/papers/2603.14482,https://arxiv.org/abs/2603.14482,https://arxiv.org/pdf/2603.14482v2,/root/workspace/jepa/pdfs/2603.14482.pdf,"all:""JEPA""; all:""V-JEPA"""
2603.14131,2026-03-14T21:39:56Z,Is the reconstruction loss culprit? An attempt to outperform JEPA,Alexey Potapov; Oleg Shcherbakov; Ivan Kravchenko,cs.LG,False,https://huggingface.co/papers/2603.14131,https://arxiv.org/abs/2603.14131,https://arxiv.org/pdf/2603.14131v1,/root/workspace/jepa/pdfs/2603.14131.pdf,"all:""JEPA"""
2603.13943,2026-03-14T13:30:49Z,Sat-JEPA-Diff: Bridging Self-Supervised Learning and Generative Diffusion for Remote Sensing,Kursat Komurcu; Linas Petkevicius,cs.CV; cs.LG,True,https://huggingface.co/papers/2603.13943,https://arxiv.org/abs/2603.13943,https://arxiv.org/pdf/2603.13943v1,/root/workspace/jepa/pdfs/2603.13943.pdf,"all:""JEPA"""
2603.19312,2026-03-13T19:48:14Z,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,Lucas Maes; Quentin Le Lidec; Damien Scieur; Yann LeCun; Randall Balestriero,cs.LG; cs.AI,True,https://huggingface.co/papers/2603.19312,https://arxiv.org/abs/2603.19312,https://arxiv.org/pdf/2603.19312v2,/root/workspace/jepa/pdfs/2603.19312.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.13227,2026-03-13T17:59:51Z,Representation Learning for Spatiotemporal Physical Systems,Helen Qu; Rudy Morel; Michael McCabe; Alberto Bietti; François Lanusse; Shirley Ho; Yann LeCun,cs.LG; cs.CV,False,https://huggingface.co/papers/2603.13227,https://arxiv.org/abs/2603.13227,https://arxiv.org/pdf/2603.13227v1,/root/workspace/jepa/pdfs/2603.13227.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.12772,2026-03-13T08:16:53Z,PVI: Plug-in Visual Injection for Vision-Language-Action Models,Zezhou Zhang; Songxin Zhang; Xiao Xiong; Junjie Zhang; Zejian Xie; Jingyi Xi; Zunyao Mao; Zan Mao; Zhixin Mai; Zhuoyang Song; Jiaxing Zhang,cs.CV; cs.LG; cs.RO,False,https://huggingface.co/papers/2603.12772,https://arxiv.org/abs/2603.12772,https://arxiv.org/pdf/2603.12772v1,/root/workspace/jepa/pdfs/2603.12772.pdf,"all:""V-JEPA2"""
2603.11417,2026-03-12T01:19:32Z,Zero-Shot Cross-City Generalization in End-to-End Autonomous Driving: Self-Supervised versus Supervised Representations,Fatemeh Naeinian; Ali Hamza; Haoran Zhu; Anna Choromanska,cs.CV; cs.LG,False,https://huggingface.co/papers/2603.11417,https://arxiv.org/abs/2603.11417,https://arxiv.org/pdf/2603.11417v1,/root/workspace/jepa/pdfs/2603.11417.pdf,"all:""I-JEPA""; all:""JEPA"""
2603.07083,2026-03-07T07:41:28Z,Dreamer-CDP: Improving Reconstruction-free World Models Via Continuous Deterministic Representation Prediction,Michael Hauri; Friedemann Zenke,cs.LG,False,https://huggingface.co/papers/2603.07083,https://arxiv.org/abs/2603.07083,https://arxiv.org/pdf/2603.07083v2,/root/workspace/jepa/pdfs/2603.07083.pdf,"all:""JEPA"""
2603.05924,2026-03-06T05:32:40Z,Weak-SIGReg: Covariance Regularization for Stable Deep Learning,Habibullah Akbar,cs.LG,True,https://huggingface.co/papers/2603.05924,https://arxiv.org/abs/2603.05924,https://arxiv.org/pdf/2603.05924v1,/root/workspace/jepa/pdfs/2603.05924.pdf,"all:""LeJEPA"""
2603.02650,2026-03-03T06:36:16Z,Improving Diffusion Planners by Self-Supervised Action Gating with Energies,Yuan Lu; Dongqi Han; Yansen Wang; Dongsheng Li,cs.LG; cs.AI; cs.RO,False,https://huggingface.co/papers/2603.02650,https://arxiv.org/abs/2603.02650,https://arxiv.org/pdf/2603.02650v1,/root/workspace/jepa/pdfs/2603.02650.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2603.02263,2026-02-28T07:54:43Z,Social-JEPA: Emergent Geometric Isomorphism,Haoran Zhang; Youjin Wang; Yi Duan; Rong Fu; Dianyu Zhao; Sicheng Fan; Shuaishuai Cao; Wentao Guo; Xiao Zhou,cs.CV; cs.AI,False,https://huggingface.co/papers/2603.02263,https://arxiv.org/abs/2603.02263,https://arxiv.org/pdf/2603.02263v2,/root/workspace/jepa/pdfs/2603.02263.pdf,"all:""JEPA"""
2602.23058,2026-02-26T14:42:53Z,GeoWorld: Geometric World Models,Zeyu Zhang; Danning Li; Ian Reid; Richard Hartley,cs.CV; cs.RO,True,https://huggingface.co/papers/2602.23058,https://arxiv.org/abs/2602.23058,https://arxiv.org/pdf/2602.23058v1,/root/workspace/jepa/pdfs/2602.23058.pdf,"all:""JEPA""; all:""V-JEPA"""
2602.22617,2026-02-26T04:45:07Z,Semantic Tube Prediction: Beating LLM Data Efficiency with JEPA,Hai Huang; Yann LeCun; Randall Balestriero,cs.LG,False,https://huggingface.co/papers/2602.22617,https://arxiv.org/abs/2602.22617,https://arxiv.org/pdf/2602.22617v1,/root/workspace/jepa/pdfs/2602.22617.pdf,"all:""JEPA""; all:""LLM-JEPA"""
2603.13265,2026-02-25T22:31:46Z,"Knowledge, Rules and Their Embeddings: Two Paths towards Neuro-Symbolic JEPA",Yongchao Huang; Hassan Raza,cs.LG,False,https://huggingface.co/papers/2603.13265,https://arxiv.org/abs/2603.13265,https://arxiv.org/pdf/2603.13265v1,/root/workspace/jepa/pdfs/2603.13265.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.19322,2026-02-22T19:56:56Z,US-JEPA: A Joint Embedding Predictive Architecture for Medical Ultrasound,Ashwath Radhachandran; Vedrana Ivezić; Shreeram Athreya; Ronit Anilkumar; Corey W. Arnold; William Speier,cs.CV; cs.AI; cs.LG,True,https://huggingface.co/papers/2602.19322,https://arxiv.org/abs/2602.19322,https://arxiv.org/pdf/2602.19322v1,/root/workspace/jepa/pdfs/2602.19322.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.17162,2026-02-19T08:20:51Z,JEPA-DNA: Grounding Genomic Foundation Models through Joint-Embedding Predictive Architectures,Ariel Larey; Elay Dahan; Amit Bleiweiss; Raizy Kellerman; Guy Leib; Omri Nayshool; Dan Ofer; Tal Zinger; Dan Dominissini; Gideon Rechavi; Nicole Bussola; Simon Lee; Shane O'Connell; Dung Hoang; Marissa Wirth; Alexander W. Charney; Nati Daniel; Yoli Shavit,cs.AI; q-bio.GN,False,https://huggingface.co/papers/2602.17162,https://arxiv.org/abs/2602.17162,https://arxiv.org/pdf/2602.17162v1,/root/workspace/jepa/pdfs/2602.17162.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.14771,2026-02-16T14:26:07Z,GOT-JEPA: Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architecture,Shih-Fang Chen; Jun-Cheng Chen; I-Hong Jhuo; Yen-Yu Lin,cs.CV; cs.AI; cs.LG; cs.MM; cs.NE,False,https://huggingface.co/papers/2602.14771,https://arxiv.org/abs/2602.14771,https://arxiv.org/pdf/2602.14771v4,/root/workspace/jepa/pdfs/2602.14771.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.14672,2026-02-16T11:51:46Z,MeFEm: Medical Face Embedding model,Yury Borets; Stepan Botman,cs.CV,True,https://huggingface.co/papers/2602.14672,https://arxiv.org/abs/2602.14672,https://arxiv.org/pdf/2602.14672v1,/root/workspace/jepa/pdfs/2602.14672.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.13507,2026-02-13T22:36:42Z,Benchmarking Video Foundation Models for Remote Parkinson's Disease Screening,Md Saiful Islam; Ekram Hossain; Abdelrahman Abdelkader; Tariq Adnan; Fazla Rabbi Mashrur; Sooyong Park; Praveen Kumar; Qasim Sudais; Natalia Chunga; Nami Shah; Jan Freyberg; Christopher Kanan; Ruth Schneider; Ehsan Hoque,cs.CV,False,https://huggingface.co/papers/2602.13507,https://arxiv.org/abs/2602.13507,https://arxiv.org/pdf/2602.13507v2,/root/workspace/jepa/pdfs/2602.13507.pdf,"all:""JEPA""; all:""V-JEPA"""
2602.12540,2026-02-13T02:42:21Z,Self-Supervised JEPA-based World Models for LiDAR Occupancy Completion and Forecasting,Haoran Zhu; Anna Choromanska,cs.CV; cs.RO,False,https://huggingface.co/papers/2602.12540,https://arxiv.org/abs/2602.12540,https://arxiv.org/pdf/2602.12540v1,/root/workspace/jepa/pdfs/2602.12540.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.12245,2026-02-12T18:30:27Z,Intrinsic-Energy Joint Embedding Predictive Architectures Induce Quasimetric Spaces,Anthony Kobanda; Waris Radji,cs.LG; cs.AI,False,https://huggingface.co/papers/2602.12245,https://arxiv.org/abs/2602.12245,https://arxiv.org/pdf/2602.12245v1,/root/workspace/jepa/pdfs/2602.12245.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
2602.11832,2026-02-12T11:20:43Z,JEPA-VLA: Video Predictive Embedding is Needed for VLA Models,Shangchen Miao; Ningya Feng; Jialong Wu; Ye Lin; Xu He; Dong Li; Mingsheng Long,cs.CV; cs.RO,False,https://huggingface.co/papers/2602.11832,https://arxiv.org/abs/2602.11832,https://arxiv.org/pdf/2602.11832v1,/root/workspace/jepa/pdfs/2602.11832.pdf,"all:""JEPA""; all:""V-JEPA"""
2602.11389,2026-02-11T21:47:26Z,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,Heejeong Nam; Quentin Le Lidec; Lucas Maes; Yann LeCun; Randall Balestriero,cs.AI,True,https://huggingface.co/papers/2602.11389,https://arxiv.org/abs/2602.11389,https://arxiv.org/pdf/2602.11389v1,/root/workspace/jepa/pdfs/2602.11389.pdf,"all:""C-JEPA""; all:""JEPA"""
2602.11322,2026-02-11T19:51:22Z,Predictive Associative Memory: Retrieval Beyond Similarity Through Temporal Co-occurrence,Jason Dury,cs.LG; cs.AI; cs.IR; cs.NE,False,https://huggingface.co/papers/2602.11322,https://arxiv.org/abs/2602.11322,https://arxiv.org/pdf/2602.11322v1,/root/workspace/jepa/pdfs/2602.11322.pdf,"all:""JEPA"""
2602.10098,2026-02-10T18:58:01Z,VLA-JEPA: Enhancing Vision-Language-Action Model with Latent World Model,Jingwen Sun; Wenyao Zhang; Zekun Qi; Shaojie Ren; Zezhi Liu; Hanxin Zhu; Guangzhong Sun; Xin Jin; Zhibo Chen,cs.RO; cs.CV,True,https://huggingface.co/papers/2602.10098,https://arxiv.org/abs/2602.10098,https://arxiv.org/pdf/2602.10098v2,/root/workspace/jepa/pdfs/2602.10098.pdf,"all:""JEPA"""
2602.09985,2026-02-10T17:10:29Z,Online Monitoring Framework for Automotive Time Series Data using JEPA Embeddings,Alexander Fertig; Karthikeyan Chandra Sekaran; Lakshman Balasubramanian; Michael Botsch,cs.LG; cs.AI; cs.CV,False,https://huggingface.co/papers/2602.09985,https://arxiv.org/abs/2602.09985,https://arxiv.org/pdf/2602.09985v1,/root/workspace/jepa/pdfs/2602.09985.pdf,"all:""JEPA"""
2603.00049,2026-02-10T01:16:20Z,BiJEPA: Bi-directional Joint Embedding Predictive Architecture for Symmetric Representation Learning,Yongchao Huang,cs.LG,False,https://huggingface.co/papers/2603.00049,https://arxiv.org/abs/2603.00049,https://arxiv.org/pdf/2603.00049v1,/root/workspace/jepa/pdfs/2603.00049.pdf,"all:""JEPA""; all:""Joint Embedding Predictive Architecture""; all:""Joint-Embedding Predictive Architecture"""
