paper_id,title,source,published,authors,categories,hf_papers_url,arxiv_url,local_pdf,principal_argument,methodology,main_findings,limitations_or_gaps,future_opportunities,notes
2604.08960,Efficient Hierarchical Implicit Flow Q-learning for Offline Goal-conditioned Reinforcement Learning,arxiv,2026-04-10T05:04:29Z,Zhiqiang Dong; Teng Pang; Rongjian Xu; Guoqiang Wu,cs.LG,https://huggingface.co/papers/2604.08960,https://arxiv.org/abs/2604.08960,/root/workspace/jepa/pdfs/2604.08960.pdf,More expressive hierarchical policies and more discriminative goal representations can improve offline goal-conditioned reinforcement learning on long-horizon tasks.,Introduces a goal-conditioned mean flow policy for high- and low-level policies and adds a LeJEPA loss that repels goal embeddings during training; evaluates on state-based and pixel-based OGBench tasks.,The method is reported to achieve strong performance across both state-based and pixel-based benchmarks.,The abstract describes shortcomings of prior methods but does not specify concrete limitations of the proposed approach.,Not explicitly stated in the abstract.,abstract-level synthesis
2604.08065,Multimodal Latent Reasoning via Predictive Embeddings,arxiv,2026-04-09T10:27:32Z,Ashutosh Adhikari; Mirella Lapata,cs.LG,https://huggingface.co/papers/2604.08065,https://arxiv.org/abs/2604.08065,/root/workspace/jepa/pdfs/2604.08065.pdf,Predictive embedding learning in latent space can replace explicit tool calls at inference time for multimodal reasoning while preserving standard VLM generation pipelines.,"Proposes Pearl, a JEPA-inspired method that learns from expert tool-use trajectories entirely in latent space, and compares it with supervised fine-tuning and reconstruction-based latent reasoning on perception benchmarks.","Pearl reportedly matches or outperforms the comparison methods, and the study argues that reconstruction-based latent reasoning mainly learns embeddings rather than image edits.",The abstract critiques prior tool-augmented and reconstruction-based approaches but does not identify explicit limitations of Pearl itself.,The results motivate predictive embedding learning as an alternative to reconstruction-based latent reasoning for multimodal systems.,abstract-level synthesis
2604.05767,Beyond the Beep: Scalable Collision Anticipation and Real-Time Explainability with BADAS-2.0,arxiv,2026-04-07T12:10:21Z,Roni Goldshmidt; Hamish Scott; Lorenzo Niccolini; Hernan Matzner,cs.CV; cs.CL,https://huggingface.co/papers/2604.05767,https://arxiv.org/abs/2604.05767,/root/workspace/jepa/pdfs/2604.05767.pdf,"Scaling data curation, domain-specific self-supervised pretraining, distillation, and explainability together can materially improve collision anticipation systems.","Expands labeled data using BADAS-1.0 as an active oracle plus targeted collection, pretrains on 2.25 million unlabeled driving videos, distills to compact edge models, and adds attention heatmaps and a vision-language reasoning module.","BADAS-2.0 reports consistent gains across long-tail subgroups, the largest improvements on the hardest cases, 7-12x speedups with near-parity accuracy for distilled edge models, and real-time explanatory outputs.",The abstract focuses on reported gains and released assets rather than discussing explicit limitations of the system.,"Public benchmarks, inference code, and the BADAS-Reason setup create opportunities for further work on explainable driver-assistance systems.",abstract-level synthesis
2604.00394,Deep Networks Favor Simple Data,arxiv,2026-04-01T02:23:21Z,Weyl Lu; Chenjie Hao; Yubei Chen,cs.LG; cs.AI,https://huggingface.co/papers/2604.00394,https://arxiv.org/abs/2604.00394,/root/workspace/jepa/pdfs/2604.00394.pdf,The classic OOD density anomaly reflects a broader pattern: deep networks across architectures and density estimators systematically assign higher density to simpler data.,"Separates the trained network from the density estimator, introduces Jacobian-based and autoregressive self-estimators, and studies multiple model families including I-JEPA with external complexity metrics.","The study finds highly consistent density rankings favoring simpler samples within datasets and across OOD pairs, with strong agreement across independently trained models and with complexity metrics.","The authors explicitly state that the goal is to define and visualize the question more clearly, not to settle it completely.","Further investigate why deep networks favor simple data across architectures, objectives, and density estimators.",abstract-level synthesis
2603.29966,Scaling Video Pretraining for Surgical Foundation Models,arxiv,2026-03-31T16:31:25Z,Sicheng Lu; Zikai Xiao; Jianhui Wei; Danyu Sun; Qi Lu; Keli Hu; Yang Feng; Jian Wu; Zongxin Yang; Zuozhu Liu,cs.CV,https://huggingface.co/papers/2603.29966,https://arxiv.org/abs/2603.29966,/root/workspace/jepa/pdfs/2603.29966.pdf,"Surgical video understanding needs a scalable and reproducible pretraining recipe and benchmark, and JEPA-based pretraining is a strong candidate foundation.","Curates a 10,535-video, 214.5 million-frame corpus, develops a unified pretraining pipeline and standardized benchmark across 16 downstream datasets, and instantiates SurgRec-MAE and SurgRec-JEPA.","SurgRec consistently outperforms self-supervised baselines and vision-language models across downstream datasets, while the abstract notes that VLMs are unreliable for fine-grained temporal recognition and sensitive to prompt phrasing.",The abstract emphasizes limitations of prior surgical foundation models but does not specify concrete limitations of SurgRec itself.,"The released recipe, models, and benchmark are positioned as a foundation for building more general surgical video models.",abstract-level synthesis
2603.27134,Semantic Interaction Information mediates compositional generalization in latent space,arxiv,2026-03-28T04:46:44Z,John Schwarcz,cs.LG,https://huggingface.co/papers/2603.27134,https://arxiv.org/abs/2603.27134,/root/workspace/jepa/pdfs/2603.27134.pdf,"Compositional generalization in latent-space tasks depends on modeling interactions among relevant latent variables, and Semantic Interaction Information captures how much those interactions matter for performance.","Frames compositional generalization as variational inference over interacting latent variables, introduces the Cognitive Gridworld POMDP and the Semantic Interaction Information metric, analyzes RNN variants, and proposes Representation Classification Chains with separate RL-based inference and self-supervised embedding modules.","Semantic Interaction Information explains the accuracy gap between Echo State and fully trained networks, reveals a confidence-versus-accuracy failure mode, and the proposed RCC architecture generalizes to novel combinations of relevant variables.","The hard regime exposes a circular dependence between inferring latent variables and learning their interactions, and the evidence summarized in the abstract is centered on the Cognitive Gridworld setting.","Use Cognitive Gridworld as a benchmark for continual meta-learning and goal-directed generalist agents, and extend RCC-style disentangling of inference and embeddings to richer environments.",abstract-level synthesis
2603.25981,Policy-Guided World Model Planning for Language-Conditioned Visual Navigation,arxiv,2026-03-26T23:47:49Z,Amirhosein Chahe; Lifeng Zhou,cs.RO; cs.AI; cs.CL,https://huggingface.co/papers/2603.25981,https://arxiv.org/abs/2603.25981,/root/workspace/jepa/pdfs/2603.25981.pdf,Policy-guided initialization can make latent world-model planning more effective for language-conditioned visual navigation than either reactive policies or uninformed planning alone.,"Builds PiJEPA as a two-stage system: an Octo-based navigation policy conditioned on frozen DINOv2 or V-JEPA-2 features is finetuned on CAST, then its action distribution warm-starts MPPI planning over a separately trained JEPA world model in the same latent space.","Using the policy prior speeds planner convergence and improves goal-reaching and instruction-following, with PiJEPA outperforming standalone policy execution and uninformed world-model planning on real-world navigation tasks.","The abstract focuses on CAST-based training and real-world navigation evaluation, while broader task coverage and system tradeoffs beyond this two-stage setup are not detailed.",Test the policy-guided planning recipe on broader embodied tasks and continue exploring how encoder choice affects both policy and world-model components.,abstract-level synthesis
2603.25841,GazeQwen: Lightweight Gaze-Conditioned LLM Modulation for Streaming Video Understanding,arxiv,2026-03-26T19:03:49Z,Trong Thang Pham; Hien Nguyen; Ngan Le,cs.CV; cs.AI,https://huggingface.co/papers/2603.25841,https://arxiv.org/abs/2603.25841,/root/workspace/jepa/pdfs/2603.25841.pdf,Learning gaze-conditioned hidden-state modulation is a more effective way to inject eye-gaze information into multimodal video models than prompt-style overlays or simply scaling model size.,"Introduces GazeQwen, where a small gaze resampler combines V-JEPA 2.1 video features with fixation-based positional encodings and injects additive residuals into selected Qwen decoder layers, with an optional LoRA refinement stage, then evaluates on all StreamGaze tasks.","GazeQwen reaches 63.9% accuracy on StreamGaze, outperforming the same backbone using gaze prompts by 16.1 points and GPT-4o by 10.5 points, the best result reported in the abstract.","The evidence in the abstract is concentrated on the StreamGaze benchmark, and it does not spell out deployment or latency tradeoffs beyond describing the approach as lightweight.",Apply gaze-conditioned layer modulation to other streaming video or multimodal reasoning settings and study which injection locations are most useful.,abstract-level synthesis
2603.25216,A Wireless World Model for AI-Native 6G Networks,arxiv,2026-03-26T09:16:55Z,Ziqi Chen; Yi Ren; Yixuan Huang; Qi Sun; Nan Li; Yuhong Huang; Chih-Lin I; Yifan Li; Liang Xia,cs.NI; cs.AI; eess.SP,https://huggingface.co/papers/2603.25216,https://arxiv.org/abs/2603.25216,/root/workspace/jepa/pdfs/2603.25216.pdf,Wireless channel modeling benefits from a physics-aware multimodal world model that internalizes causal links between 3D geometry and signal dynamics rather than relying on purely data-driven pattern matching.,"Pretrains a multimodal mixture-of-experts Transformer world model on a large ray-traced dataset using a joint-embedding predictive architecture that fuses channel state information, 3D point clouds, and user trajectories, then validates on real measurements and five downstream tasks.","The Wireless World Model performs strongly in seen environments, unseen generalization settings, and real-world measurements, consistently beating uni-modal foundation models and task-specific baselines across the supported downstream tasks.","The abstract emphasizes large-scale multimodal pretraining and downstream wins, but does not detail failure modes or operational costs for deployment.",Use the model as a foundation for physics-aware 6G intelligence and extend multimodal wireless world modeling to additional network tasks and environments.,abstract-level synthesis
2603.23308,Curriculum-Driven 3D CT Report Generation via Language-Free Visual Grafting and Zone-Constrained Compression,huggingface_papers;arxiv,2026-03-24T15:13:30Z,V. K. Cody Bumgardner; Mitchell A. Klusty; Mahmut S. Gokmen; Evan W. Damron,cs.CV; cs.AI,https://huggingface.co/papers/2603.23308,https://arxiv.org/abs/2603.23308,/root/workspace/jepa/pdfs/2603.23308.pdf,Language-free self-supervised visual pretraining plus curriculum-based vision-language adaptation can improve 3D CT report generation while keeping the decoder grounded in patient-specific imaging content.,"Presents Ker-VLJEPA-3B, a four-phase curriculum that adapts a Llama 3.2 3B decoder to frozen LeJEPA CT features, with zone-constrained cross-attention compression, PCA whitening, positive-findings-only training, warm bridge initialization, and selective freezing with elastic weight consolidation.","On CT-RATE, the system reaches macro F1 0.429 versus a 0.414 prior state of the art, improves to 0.448 with threshold optimization, and ablations attribute 56.6% of generation quality to patient-specific visual content.","The summary is centered on thoracic CT and a positive-findings-only strategy, so broader report coverage and other imaging domains are not described in the abstract.",Transfer the curriculum and language-free visual backbone design to other report-generation settings and other self-supervised medical encoders.,abstract-level synthesis
2603.22649,Pretext Matters: An Empirical Study of SSL Methods in Medical Imaging,arxiv,2026-03-23T23:53:16Z,Vedrana Ivezić; Mara Pleasure; Ashwath Radhachandran; Saarang Panchavati; Shreeram Athreya; Vivek Sant; Benjamin Emert; Gregory Fishbein; Corey Arnold; William Speier,cs.CV,https://huggingface.co/papers/2603.22649,https://arxiv.org/abs/2603.22649,/root/workspace/jepa/pdfs/2603.22649.pdf,The best self-supervised objective in medical imaging depends on how clinically relevant signal is spatially organized within each modality.,"Empirically compares joint embedding architectures and joint embedding predictive architectures on ultrasound and histopathology, then checks the clinical relevance of the learned features with board-certified radiologists and pathologists.","JEAs work better when informative signal is spatially localized, as in histopathology, while JEPAs are better when useful information is globally structured, as in liver ultrasound.","The study summarized in the abstract covers two representative modalities, so the proposed matching framework still needs broader validation across medical imaging settings.","Extend the modality-to-objective matching framework to additional imaging types, spatial structures, and noise regimes.",abstract-level synthesis
2603.22281,ThinkJEPA: Empowering Latent World Models with Large Vision-Language Reasoning Model,huggingface_papers;arxiv,2026-03-23T17:59:42Z,Haichao Zhang; Yijiang Li; Shwai He; Tushar Nagarajan; Mingfei Chen; Jianglin Lu; Ang Li; Yun Fu,cs.CV; cs.AI; cs.CL; cs.LG; cs.RO,https://huggingface.co/papers/2603.22281,https://arxiv.org/abs/2603.22281,/root/workspace/jepa/pdfs/2603.22281.pdf,Long-horizon latent world modeling improves when dense JEPA dynamics are guided by semantically richer reasoning signals from a large vision-language model.,"Combines a dense JEPA branch for fine-grained motion with a sparsely sampled VLM thinker branch for semantic guidance, using a hierarchical pyramid module to convert multi-layer VLM representations into features compatible with latent prediction.","On hand-manipulation trajectory prediction, the method beats both a strong VLM-only baseline and a JEPA predictor baseline and produces more robust long-horizon rollouts.","The abstract focuses on hand-manipulation trajectories and specifically motivates the method around VLM sparse sampling, language bottlenecks, and small-data adaptation issues.",Apply VLM-guided JEPA world modeling to broader action-conditioned forecasting tasks and refine how reasoning signals are injected across time scales.,abstract-level synthesis
2603.21340,ARYA: A Physics-Constrained Composable & Deterministic World Model Architecture,arxiv,2026-03-22T17:46:04Z,Seth Dobrin; Lukasz Chmiel,cs.AI; cs.DC,https://huggingface.co/papers/2603.21340,https://arxiv.org/abs/2603.21340,/root/workspace/jepa/pdfs/2603.21340.pdf,"A deterministic, composable world model built from specialized nano models and protected by an immutable safety kernel can satisfy canonical world-model requirements without a monolithic neural foundation model.","Describes the ARYA architecture through five design principles, a hierarchical system of nano models orchestrated by the AARA agent, formal alignment to canonical world-model requirements, and high-level benchmark comparisons against named frontier systems.","The abstract claims linear scaling, sparse activation, selective untraining, sub-20-second training cycles, an uncircumventable safety boundary, and state-of-the-art results on 6 of 9 benchmarks across seven industry nodes.","The abstract is claim-dense and summarizes benchmark outcomes at a high level without detailing protocols, conditions, or the evidence behind each comparison.",Independent validation of the reported benchmark claims and further study of composable safety-constrained world models across domain-specific deployments.,abstract-level synthesis
2603.20048,Structured Latent Dynamics in Wireless CSI via Homomorphic World Models,arxiv,2026-03-20T15:32:47Z,Salmane Naoumi; Mehdi Bennis; Marwa Chafii,eess.SP; cs.LG,https://huggingface.co/papers/2603.20048,https://arxiv.org/abs/2603.20048,/root/workspace/jepa/pdfs/2603.20048.pdf,"Wireless CSI can be modeled as structured latent dynamics, and imposing homomorphic geometric structure makes JEPA world models more predictive and spatially faithful.","Learns action-conditioned latent dynamics from CSI trajectories with a self-supervised JEPA framework and uses Lie-algebra-based homomorphic updates to structure transitions in latent space, then evaluates on DICHASUS.","The method preserves topology and forecasts future embeddings better than strong baselines across unseen environments, while also producing metrically faithful channel charts.","The abstract reports results on DICHASUS and latent-space quality, but does not detail how performance transfers to wider wireless deployments.","Build downstream systems for mobility-aware scheduling, localization, and wireless scene understanding on top of the learned latent space.",abstract-level synthesis
2603.20327,Probing the Latent World: Emergent Discrete Symbols and Physical Structure in Latent Representations,arxiv,2026-03-20T01:30:59Z,Liu hung ming,cs.LG; cs.AI; cs.CV,https://huggingface.co/papers/2603.20327,https://arxiv.org/abs/2603.20327,/root/workspace/jepa/pdfs/2603.20327.pdf,Frozen JEPA video encoders already contain structured physical information that can be exposed as discrete symbols through passive quantization without retraining the encoder.,"Introduces the AI Mother Tongue probe, a lightweight vocabulary-free quantizer applied to frozen V-JEPA 2 latents, and evaluates symbol distributions on Kinetics-mini category-contrast experiments spanning grasp angle, object geometry, and temporal motion structure.","Symbol distributions differ significantly across all three physical dimensions, and the latent space appears compact, with semantic differences expressed as graded distributional shifts rather than clean categorical partitions.","The paper is framed as Stage 1 of a larger roadmap, so it demonstrates passive probing of frozen representations rather than a full action-conditioned symbolic world model.",Continue toward the proposed multi-stage action-conditioned symbolic world model and expand interpretability studies of frozen JEPA latent spaces.,abstract-level synthesis
2603.19100,LuMamba: Latent Unified Mamba for Electrode Topology-Invariant and Efficient EEG Modeling,huggingface_papers;arxiv,2026-03-19T16:26:11Z,Danaé Broustail; Anna Tegon; Thorir Mar Ingolfsson; Yawei Li; Luca Benini,cs.AI,https://huggingface.co/papers/2603.19100,https://arxiv.org/abs/2603.19100,/root/workspace/jepa/pdfs/2603.19100.pdf,EEG foundation modeling can be made more topology-invariant and efficient by combining latent predictive pretraining with linear-complexity temporal modeling.,"Builds LuMamba from LUNA-based channel unification, bidirectional Mamba temporal blocks, and LeJEPA-style self-supervision, pretraining on more than 21,000 hours of TUEG EEG and testing across five downstream tasks with different electrode layouts.","Combining masked reconstruction with LeJEPA yields the strongest representations, enabling strong downstream accuracy, 377 times fewer FLOPS than state-of-the-art models at similar sequence lengths, and much longer sequence scaling.","The abstract notes that LeJEPA alone gives diffuse embeddings and reconstruction alone is less generalizable, implying that the best results rely on a combined objective rather than a single pretext.","Extend the approach to additional biosignals, electrode configurations, and pretraining-objective combinations.",abstract-level synthesis
2604.03266,Emergent Compositional Communication for Latent World Properties,huggingface_papers;arxiv,2026-03-18T20:23:52Z,Tomek Kaszyński,cs.MA; cs.LG,https://huggingface.co/papers/2604.03266,https://arxiv.org/abs/2604.03266,/root/workspace/jepa/pdfs/2604.03266.pdf,"Multi-agent communication pressure can extract discrete and compositional representations of hidden physical properties from frozen video features, and the backbone determines which properties are easiest to communicate.","Uses agents linked by a Gumbel-Softmax bottleneck with iterated learning, runs controls on bandwidth and temporal coverage, performs causal interventions, compares DINOv2 and V-JEPA 2, and validates on Physics 101 real-camera footage.","With four agents, nearly all seeds converge to near-perfect compositionality; multi-agent structure, not simple bandwidth, drives the effect; DINOv2 is stronger on spatially visible ramp physics while V-JEPA 2 is stronger on dynamics-only collision physics; the learned protocol also supports planning and counterfactual reasoning.","The abstract studies a defined set of latent physical properties and frozen backbones, and shows that performance depends strongly on communication structure and perceptual prior.","Probe more physical properties, broaden real-world validation, and use the learned compositional protocol for richer planning and control.",abstract-level synthesis
2603.16281,Laya: A LeJEPA Approach to EEG via Latent Prediction over Reconstruction,arxiv,2026-03-17T09:13:29Z,Saarang Panchavati; Uddhav Panchavati; Corey Arnold; William Speier,cs.LG; q-bio.NC,https://huggingface.co/papers/2603.16281,https://arxiv.org/abs/2603.16281,/root/workspace/jepa/pdfs/2603.16281.pdf,"For EEG representation learning, latent prediction with LeJEPA is a more promising self-supervised objective than raw-signal reconstruction because reconstruction can overemphasize artifacts instead of neural structure.","Introduces Laya as the first EEG foundation model based on LeJEPA and compares it with reconstruction-based baselines across multiple EEG benchmarks, with emphasis on linear probing behavior.","Laya improves linear-probe performance across the evaluated EEG benchmarks, supporting latent predictive objectives as a path to more transferable high-level EEG representations.","The abstract itself notes that EEG foundation-model gains can be modest and sensitive to downstream adaptation and fine-tuning, and it summarizes results without detailing every benchmark condition.",Further test LeJEPA-style EEG pretraining under varied downstream adaptation strategies and across broader clinical and BCI settings.,abstract-level synthesis
2603.15916,"Auto Researching, not hyperparameter tuning: Convergence Analysis of 10,000 Experiments",arxiv,2026-03-16T21:05:39Z,Xiaoyi Li,cs.LG; cs.AI,https://huggingface.co/papers/2603.15916,https://arxiv.org/abs/2603.15916,/root/workspace/jepa/pdfs/2603.15916.pdf,Autonomous LLM experimenters mainly succeed by discovering better architectural regions of the design space rather than by merely tuning hyperparameters.,"Analyzes 10,469 LLM-designed experiments across 108,000 discrete configurations for dashcam collision detection over 27 days, using ANOVA, cross-task validation, convergence analysis, and multi-agent search-dynamics metrics.","Architectural choices explain 94% of performance variance in the main study and 75% in the second dataset, the agents identify a V-JEPA 2 plus Zipformer combination that humans had not proposed, and guided search reaches strong performance faster than random search.","The evidence comes from collision-detection experiments plus one additional validation dataset, and the convergence analysis is explicitly post-bugfix.",Apply the evaluation framework to other tasks and use the observed specialization and entropy dynamics to design stronger autonomous research agents.,abstract-level synthesis
