paper_id,title,source,published,authors,categories,hf_papers_url,arxiv_url,local_pdf,principal_argument,methodology,main_findings,limitations_or_gaps,future_opportunities,notes
2602.22617,Semantic Tube Prediction: Beating LLM Data Efficiency with JEPA,arxiv,2026-02-26T04:45:07Z,Hai Huang; Yann LeCun; Randall Balestriero,cs.LG,https://huggingface.co/papers/2602.22617,https://arxiv.org/abs/2602.22617,/root/workspace/jepa/pdfs/2602.22617.pdf,A JEPA-style geometric regularizer for language hidden states can dramatically improve LLM data efficiency beyond standard scaling-law expectations.,"The paper introduces the Geodesic Hypothesis and Semantic Tube Prediction, which constrains hidden-state trajectories to a tubular neighborhood around a semantic geodesic, serving as a JEPA-style regularizer without explicit multi-view augmentations.","Semantic Tube Prediction improves signal-to-noise ratio, preserves diversity by preventing trajectory collisions during inference, and matches baseline accuracy with 16x less training data on NL-RX-SYNTH.","The reported evidence is on NL-RX-SYNTH, so broader language benchmarks and model scales are not covered in the summary.",Test the geometric regularizer on wider LLM workloads and study how semantic-manifold priors interact with scaling laws.,abstract-level synthesis
2603.13265,"Knowledge, Rules and Their Embeddings: Two Paths towards Neuro-Symbolic JEPA",arxiv,2026-02-25T22:31:46Z,Yongchao Huang; Hassan Raza,cs.LG,https://huggingface.co/papers/2603.13265,https://arxiv.org/abs/2603.13265,/root/workspace/jepa/pdfs/2603.13265.pdf,JEPA can bridge statistical learning and symbolic reasoning by both injecting rule structure into predictive representations and relaxing rules into continuous spaces for generation and discovery.,"The proposed RiJEPA framework adds Energy-Based Constraints and a multimodal dual-encoder to encode logical biases, then uses differentiable rule relaxations with gradient-guided Langevin diffusion for continuous rule discovery, conditional generation, and inference.","Empirical evaluations on synthetic topological simulations and a clinical use case are reported to confirm the framework's efficacy and support robust, generative, and interpretable neuro-symbolic representation learning.",The summary does not report quantitative results and only names synthetic and one clinical use case as evidence.,Validate the framework on broader neuro-symbolic domains and further study scalable rule discovery and interpretability.,abstract-level synthesis
2602.19322,US-JEPA: A Joint Embedding Predictive Architecture for Medical Ultrasound,huggingface_papers;arxiv,2026-02-22T19:56:56Z,Ashwath Radhachandran; Vedrana Ivezić; Shreeram Athreya; Ronit Anilkumar; Corey W. Arnold; William Speier,cs.CV; cs.AI; cs.LG,https://huggingface.co/papers/2602.19322,https://arxiv.org/abs/2602.19322,/root/workspace/jepa/pdfs/2602.19322.pdf,"For ultrasound, predicting masked latent targets from a frozen domain-specific teacher offers a more stable and efficient self-supervised route than reconstruction or EMA-teacher JEPA variants.","US-JEPA applies the SALT objective with a frozen domain-specific teacher, decoupling student and teacher optimization, and benchmarks representation quality through linear probing across multiple UltraBench classification tasks against available ultrasound foundation models.","US-JEPA achieves competitive or superior linear-probe results relative to domain-specific and universal vision foundation model baselines, supporting masked latent prediction as a stable path for ultrasound representation learning.","The abstract centers on UltraBench linear-probe classification, so broader downstream clinical tasks are not detailed.",Extend the frozen-teacher JEPA approach to more ultrasound tasks and other medical-imaging settings.,abstract-level synthesis
2602.17162,JEPA-DNA: Grounding Genomic Foundation Models through Joint-Embedding Predictive Architectures,arxiv,2026-02-19T08:20:51Z,Ariel Larey; Elay Dahan; Amit Bleiweiss; Raizy Kellerman; Guy Leib; Omri Nayshool; Dan Ofer; Tal Zinger; Dan Dominissini; Gideon Rechavi; Nicole Bussola; Simon Lee; Shane O'Connell; Dung Hoang; Marissa Wirth; Alexander W. Charney; Nati Daniel; Yoli Shavit,cs.AI; q-bio.GN,https://huggingface.co/papers/2602.17162,https://arxiv.org/abs/2602.17162,/root/workspace/jepa/pdfs/2602.17162.pdf,Adding JEPA-style latent grounding to genomic pretraining can capture higher-level functional context that MLM or next-token prediction alone tends to miss.,JEPA-DNA combines standard generative objectives with latent-space supervision on a CLS token so the model predicts functional embeddings of masked genomic segments; it can be used from scratch or as continual pretraining for existing genomic foundation models.,"Across diverse genomic benchmarks, JEPA-DNA consistently outperforms generative-only baselines on supervised and zero-shot tasks and yields more biologically grounded representations.",The summary does not break out benchmark-specific results and is specific to genomic sequence modeling.,Apply latent grounding to additional biological-sequence models and more genomic foundation-model pipelines.,abstract-level synthesis
2602.14771,GOT-JEPA: Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architecture,arxiv,2026-02-16T14:26:07Z,Shih-Fang Chen; Jun-Cheng Chen; I-Hong Jhuo; Yen-Yu Lin,cs.CV; cs.AI; cs.LG; cs.MM; cs.NE,https://huggingface.co/papers/2602.14771,https://arxiv.org/abs/2602.14771,/root/workspace/jepa/pdfs/2602.14771.pdf,Predicting tracking models rather than only image features can improve generic object tracking generalization and fine-grained occlusion handling.,GOT-JEPA uses a teacher predictor to generate pseudo-tracking models from a clean current frame and trains a student to match them from a corrupted frame given the same history; it is paired with OccuSolver for object-aware visibility estimation and iterative occlusion refinement.,"The framework provides stable pseudo supervision under occlusions, distractors, and adverse observations, while OccuSolver improves visibility labels and occlusion handling; evaluations on seven benchmarks indicate stronger generalization and robustness.",The abstract does not provide headline numerical improvements and focuses specifically on generic object tracking and occlusion reasoning.,Extend predictive tracking-model pretraining and iterative occlusion reasoning to broader tracking conditions and scene dynamics.,abstract-level synthesis
2602.12540,Self-Supervised JEPA-based World Models for LiDAR Occupancy Completion and Forecasting,arxiv,2026-02-13T02:42:21Z,Haoran Zhu; Anna Choromanska,cs.CV; cs.RO,https://huggingface.co/papers/2602.12540,https://arxiv.org/abs/2602.12540,/root/workspace/jepa/pdfs/2602.12540.pdf,A self-supervised JEPA world model can learn useful LiDAR representations for modeling spatiotemporal scene evolution in autonomous driving.,"Introduces AD-LiST-JEPA, a JEPA-based world model trained on unlabeled LiDAR data, and evaluates the learned encoder on LiDAR occupancy completion and forecasting.",Proof-of-concept experiments show that JEPA pretraining improves downstream occupancy completion and forecasting performance.,The summary reports proof-of-concept results centered on the OCF downstream task; broader long-horizon planning validation is not described.,Scale self-supervised LiDAR world-model pretraining and test whether the learned representations improve longer-horizon planning and driving tasks.,abstract-level synthesis
2602.12245,Intrinsic-Energy Joint Embedding Predictive Architectures Induce Quasimetric Spaces,arxiv,2026-02-12T18:30:27Z,Anthony Kobanda; Waris Radji,cs.LG; cs.AI,https://huggingface.co/papers/2602.12245,https://arxiv.org/abs/2602.12245,/root/workspace/jepa/pdfs/2602.12245.pdf,"Intrinsic JEPA energy functions form quasimetrics, linking JEPA representation learning with quasimetric reinforcement learning and asymmetric goal-reaching dynamics.","Presents a theoretical analysis of intrinsic least-action JEPA energies under closure and additivity assumptions, and compares them with goal-reaching cost-to-go functions.","Shows that any intrinsic energy is a quasimetric, that optimal cost-to-go functions admit this intrinsic form, and that symmetric finite energies mismatch one-way reachability.",This is a short theoretical article; the summary does not describe empirical validation beyond the conceptual connection.,Use asymmetric intrinsic-energy JEPA objectives in goal-conditioned control and reinforcement-learning settings where directionality matters.,abstract-level synthesis
2602.11832,JEPA-VLA: Video Predictive Embedding is Needed for VLA Models,arxiv,2026-02-12T11:20:43Z,Shangchen Miao; Ningya Feng; Jialong Wu; Ye Lin; Xu He; Dong Li; Mingsheng Long,cs.CV; cs.RO,https://huggingface.co/papers/2602.11832,https://arxiv.org/abs/2602.11832,/root/workspace/jepa/pdfs/2602.11832.pdf,"Video-predictive embeddings, especially V-JEPA 2, address key weaknesses in existing visual representations for vision-language-action models.","Analyzes shortcomings of current VLA visual representations, then introduces JEPA-VLA to adaptively integrate predictive video embeddings into existing VLAs and evaluates it on simulation and real-robot benchmarks.","Predictive embeddings better capture task-relevant temporal dynamics and JEPA-VLA delivers substantial gains on LIBERO, LIBERO-plus, RoboTwin2.0, and real-robot tasks.","The summary emphasizes benchmark gains but does not detail compute trade-offs, failure modes, or settings where predictive embeddings may be less helpful.",Integrate video-predictive pretraining more broadly into robotic policy learning to improve sample efficiency and generalization.,abstract-level synthesis
2602.11389,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,huggingface_papers;arxiv,2026-02-11T21:47:26Z,Heejeong Nam; Quentin Le Lidec; Lucas Maes; Yann LeCun; Randall Balestriero,cs.AI,https://huggingface.co/papers/2602.11389,https://arxiv.org/abs/2602.11389,/root/workspace/jepa/pdfs/2602.11389.pdf,Object-level masking in JEPA-style world models induces a causal inductive bias that improves interaction reasoning and planning efficiency.,"Proposes C-JEPA, which extends masked joint embedding prediction from patches to object-centric representations using object-level masking, and evaluates it on visual question answering and control tasks alongside a formal analysis.","C-JEPA improves counterfactual reasoning by about 20% absolutely, reaches comparable control with only 1% of the latent input features of patch-based models, and is supported by a formal causal analysis.","The approach depends on object-centric representations, and the summary only reports results on the listed VQA and control settings.","Apply object-level latent interventions to broader world-model, reasoning, and control problems where interactions matter.",abstract-level synthesis
2602.10098,VLA-JEPA: Enhancing Vision-Language-Action Model with Latent World Model,huggingface_papers;arxiv,2026-02-10T18:58:01Z,Jingwen Sun; Wenyao Zhang; Zekun Qi; Shaojie Ren; Zezhi Liu; Hanxin Zhu; Guangzhong Sun; Xin Jin; Zhibo Chen,cs.RO; cs.CV,https://huggingface.co/papers/2602.10098,https://arxiv.org/abs/2602.10098,/root/workspace/jepa/pdfs/2602.10098.pdf,Leakage-free latent prediction lets VLA pretraining focus on action-relevant state transitions rather than pixel variation or nuisance motion.,"Introduces VLA-JEPA, where a target encoder provides latent targets from future frames while the student sees only the current observation, followed by action-head fine-tuning.","Across LIBERO, LIBERO-Plus, SimplerEnv, and real-world manipulation tasks, VLA-JEPA improves robustness and generalization over prior methods.","The summary highlights benchmark gains but does not describe detailed ablations, limitations, or behavior outside the reported manipulation settings.",Extend leakage-free JEPA pretraining to broader robotic policies and internet-scale video learning pipelines.,abstract-level synthesis
2602.09985,Online Monitoring Framework for Automotive Time Series Data using JEPA Embeddings,arxiv,2026-02-10T17:10:29Z,Alexander Fertig; Karthikeyan Chandra Sekaran; Lakshman Balasubramanian; Michael Botsch,cs.LG; cs.AI; cs.CV,https://huggingface.co/papers/2602.09985,https://arxiv.org/abs/2602.09985,/root/workspace/jepa/pdfs/2602.09985.pdf,JEPA-based self-supervised embeddings can support online anomaly monitoring for automotive time-series data without anomaly labels.,"Builds a JEPA-based self-supervised prediction task to learn object-state embeddings, then applies established anomaly-detection methods to those embeddings and evaluates on nuScenes.",The learned JEPA embeddings provide expressive latent representations that enable anomaly identification in real-world automotive data.,"The summary focuses on object-state monitoring and nuScenes-based experiments, without describing broader deployment results or labeled anomaly comparisons.",Deploy the framework in live vehicle monitoring pipelines and test it on a wider range of unknown anomaly types and operational conditions.,abstract-level synthesis
2603.00049,BiJEPA: Bi-directional Joint Embedding Predictive Architecture for Symmetric Representation Learning,arxiv,2026-02-10T01:16:20Z,Yongchao Huang,cs.LG,https://huggingface.co/papers/2603.00049,https://arxiv.org/abs/2603.00049,/root/workspace/jepa/pdfs/2603.00049.pdf,Bi-directional JEPA with cycle consistency can learn more symmetric representations than standard uni-directional JEPA when stabilized appropriately.,"Proposes BiJEPA with bi-directional prediction and a critical norm regularization mechanism, then evaluates it on synthetic periodic signals, Lorenz attractors, and MNIST.","BiJEPA converges stably without collapse, captures semantic structure in chaotic systems, and learns robust representations that support generation and generalisation.","The reported evaluation is limited to synthetic and benchmark datasets in the summary, rather than larger real-world applications.",Test bidirectional predictive objectives on more complex modalities and larger-scale representation-learning problems.,abstract-level synthesis
2602.04643,MTS-JEPA: Multi-Resolution Joint-Embedding Predictive Architecture for Time-Series Anomaly Prediction,arxiv,2026-02-04T15:11:29Z,Yanan He; Yunshi Wen; Xin Wang; Tengfei Ma,cs.LG,https://huggingface.co/papers/2602.04643,https://arxiv.org/abs/2602.04643,/root/workspace/jepa/pdfs/2602.04643.pdf,A multi-resolution JEPA with a soft codebook bottleneck can capture anomaly precursors across time scales while avoiding collapse.,"Introduces MTS-JEPA, combining a multi-resolution predictive objective with a soft codebook bottleneck that separates transient shocks, long-term trends, and regime transitions.",The proposed design prevents degenerate solutions and achieves state-of-the-art results under the early-warning protocol on standard benchmarks.,The summary reports benchmark performance but does not discuss deployment constraints or behavior beyond the evaluated early-warning setting.,Apply multi-resolution JEPA anomaly prediction to critical infrastructure monitoring and other multivariate time-series domains.,abstract-level synthesis
2602.03604,A Lightweight Library for Energy-Based Joint-Embedding Predictive Architectures,huggingface_papers;arxiv,2026-02-03T14:56:24Z,Basile Terver; Randall Balestriero; Megi Dervishi; David Fan; Quentin Garrido; Tushar Nagarajan; Koustuv Sinha; Wancong Zhang; Mike Rabbat; Yann LeCun; Amir Bar,cs.CV; cs.AI,https://huggingface.co/papers/2602.03604,https://arxiv.org/abs/2602.03604,/root/workspace/jepa/pdfs/2602.03604.pdf,"A lightweight, modular library can make energy-based JEPA methods accessible across image, video, and action-conditioned world-model settings.","Presents the EB-JEPA open-source library with single-GPU examples, plus ablations on CIFAR-10, a Moving MNIST video example, and an action-conditioned Two Rooms world-model task.","The library demonstrates 91% probing accuracy on CIFAR-10, scalable multi-step video prediction, 97% planning success on Two Rooms, and the importance of regularization for avoiding collapse.",The summary emphasizes lightweight examples and educational accessibility rather than broad production-scale benchmarks.,"Use the library as a base for research, teaching, and more extensive experiments on JEPA representation learning and world models.",abstract-level synthesis
2602.02093,Cell-JEPA: Latent Representation Learning for Single-Cell Transcriptomics,arxiv,2026-02-02T13:38:04Z,Ali ElSheikh; Rui-Xi Wang; Weimin Wu; Yibo Wen; Payam Dibaeinia; Jennifer Yuntong Zhang; Jerry Yao-Chieh Hu; Mei Knudson; Sudarshan Babu; Shao-Hua Sun; Aly A. Khan; Han Liu,cs.CE,https://huggingface.co/papers/2602.02093,https://arxiv.org/abs/2602.02093,/root/workspace/jepa/pdfs/2602.02093.pdf,Predicting latent cell embeddings from partial observations can learn dropout-robust single-cell representations better than masked count reconstruction.,"Introduces Cell-JEPA, which predicts cell-level embeddings from partial gene observations, and evaluates zero-shot cell-type clustering and perturbation prediction.","Cell-JEPA improves zero-shot transfer clustering over scGPT and improves absolute-state reconstruction in perturbation prediction, though not effect-size estimation.","The summary explicitly notes that effect-size estimation does not improve, indicating incomplete gains for perturbation modeling.",Combine JEPA-based representation learning with stronger perturbation-modeling methods for more complete cellular prediction.,abstract-level synthesis
2602.01456,Rectified LpJEPA: Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations,huggingface_papers;arxiv,2026-02-01T21:49:30Z,Yilun Kuang; Yash Dagade; Tim G. J. Rudner; Randall Balestriero; Yann LeCun,cs.LG; cs.CV,https://huggingface.co/papers/2602.01456,https://arxiv.org/abs/2602.01456,/root/workspace/jepa/pdfs/2602.01456.pdf,"JEPA regularization should support sparse, non-negative, maximum-entropy representations rather than only dense Gaussian-like ones.","Introduces Rectified Distribution Matching Regularization to align representations with a Rectified Generalized Gaussian distribution, yielding Rectified LpJEPA.","Rectified LpJEPA learns sparse, non-negative representations with strong sparsity-performance trade-offs and competitive image-classification performance.","The summary focuses on image-classification benchmarks, so broader modality coverage or downstream impacts are not described.",Explore sparsity-controlled JEPA objectives in additional tasks and modalities where efficient representations may matter.,abstract-level synthesis
2601.22032,Drive-JEPA: Video JEPA Meets Multimodal Trajectory Distillation for End-to-End Driving,huggingface_papers;arxiv,2026-01-29T17:39:20Z,Linhan Wang; Zichong Yang; Chen Bai; Guoxiang Zhang; Xiaotong Liu; Xiaoyin Zheng; Xiao-Xiao Long; Chang-Tien Lu; Cheng Lu,cs.CV,https://huggingface.co/papers/2601.22032,https://arxiv.org/abs/2601.22032,/root/workspace/jepa/pdfs/2601.22032.pdf,Combining V-JEPA pretraining with multimodal trajectory distillation can better align end-to-end driving representations with planning and behavioral ambiguity.,"Adapts V-JEPA to large-scale driving videos, then adds a proposal-centric planner that distills simulator-generated and human trajectories with momentum-aware selection.","On NAVSIM, the V-JEPA representation plus a simple decoder beats prior work in the perception-free setting, and the full Drive-JEPA system sets a new state of the art.","The summary reports benchmark results on NAVSIM, but does not discuss broader real-world deployment or other driving benchmarks.",Extend predictive video pretraining and multimodal trajectory distillation to broader autonomous-driving planning systems.,abstract-level synthesis
2602.07000,Hierarchical JEPA Meets Predictive Remote Control in Beyond 5G Networks,arxiv,2026-01-28T17:04:06Z,Abanoub M. Girgis; Ibtissam Labriji; Mehdi Bennis,eess.SY; cs.AI; cs.RO,https://huggingface.co/papers/2602.07000,https://arxiv.org/abs/2602.07000,/root/workspace/jepa/pdfs/2602.07000.pdf,Hierarchical JEPA can improve scalable predictive remote control by operating directly in compact embedding space under bandwidth limits.,"Proposes a three-level hierarchical predictor over low-dimensional embeddings for different temporal resolutions, with control actions derived in latent space rather than reconstructed state space.","In inverted cart-pole simulations, H-JEPA supports up to 42.83% more devices under limited wireless capacity without sacrificing control performance.","The summary only reports simulation results on inverted cart-pole systems, leaving broader system validation open.",Evaluate hierarchical JEPA control in more complex wireless networked control scenarios and with richer device observations.,abstract-level synthesis
