paper_id,title,source,published,authors,categories,hf_papers_url,arxiv_url,local_pdf,principal_argument,methodology,main_findings,limitations_or_gaps,future_opportunities,notes
2604.08960,Efficient Hierarchical Implicit Flow Q-learning for Offline Goal-conditioned Reinforcement Learning,arxiv,2026-04-10T05:04:29Z,Zhiqiang Dong; Teng Pang; Rongjian Xu; Guoqiang Wu,cs.LG,https://huggingface.co/papers/2604.08960,https://arxiv.org/abs/2604.08960,/root/workspace/jepa/pdfs/2604.08960.pdf,More expressive hierarchical policies and more discriminative goal representations can improve offline goal-conditioned reinforcement learning on long-horizon tasks.,Introduces a goal-conditioned mean flow policy for high- and low-level policies and adds a LeJEPA loss that repels goal embeddings during training; evaluates on state-based and pixel-based OGBench tasks.,The method is reported to achieve strong performance across both state-based and pixel-based benchmarks.,The abstract describes shortcomings of prior methods but does not specify concrete limitations of the proposed approach.,Not explicitly stated in the abstract.,abstract-level synthesis
2604.08065,Multimodal Latent Reasoning via Predictive Embeddings,arxiv,2026-04-09T10:27:32Z,Ashutosh Adhikari; Mirella Lapata,cs.LG,https://huggingface.co/papers/2604.08065,https://arxiv.org/abs/2604.08065,/root/workspace/jepa/pdfs/2604.08065.pdf,Predictive embedding learning in latent space can replace explicit tool calls at inference time for multimodal reasoning while preserving standard VLM generation pipelines.,"Proposes Pearl, a JEPA-inspired method that learns from expert tool-use trajectories entirely in latent space, and compares it with supervised fine-tuning and reconstruction-based latent reasoning on perception benchmarks.","Pearl reportedly matches or outperforms the comparison methods, and the study argues that reconstruction-based latent reasoning mainly learns embeddings rather than image edits.",The abstract critiques prior tool-augmented and reconstruction-based approaches but does not identify explicit limitations of Pearl itself.,The results motivate predictive embedding learning as an alternative to reconstruction-based latent reasoning for multimodal systems.,abstract-level synthesis
2604.05767,Beyond the Beep: Scalable Collision Anticipation and Real-Time Explainability with BADAS-2.0,arxiv,2026-04-07T12:10:21Z,Roni Goldshmidt; Hamish Scott; Lorenzo Niccolini; Hernan Matzner,cs.CV; cs.CL,https://huggingface.co/papers/2604.05767,https://arxiv.org/abs/2604.05767,/root/workspace/jepa/pdfs/2604.05767.pdf,"Scaling data curation, domain-specific self-supervised pretraining, distillation, and explainability together can materially improve collision anticipation systems.","Expands labeled data using BADAS-1.0 as an active oracle plus targeted collection, pretrains on 2.25 million unlabeled driving videos, distills to compact edge models, and adds attention heatmaps and a vision-language reasoning module.","BADAS-2.0 reports consistent gains across long-tail subgroups, the largest improvements on the hardest cases, 7-12x speedups with near-parity accuracy for distilled edge models, and real-time explanatory outputs.",The abstract focuses on reported gains and released assets rather than discussing explicit limitations of the system.,"Public benchmarks, inference code, and the BADAS-Reason setup create opportunities for further work on explainable driver-assistance systems.",abstract-level synthesis
2604.01349,PI-JEPA: Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction,arxiv,2026-04-01T20:02:56Z,Brandon Yee; Pairie Koh,cs.LG; cs.CE; physics.comp-ph,https://huggingface.co/papers/2604.01349,https://arxiv.org/abs/2604.01349,/root/workspace/jepa/pdfs/2604.01349.pdf,Label-free pretraining on unlabeled reservoir parameter fields can substantially reduce the labeled simulation budget for multiphysics neural surrogates.,"PI-JEPA uses masked latent prediction on unlabeled parameter fields with per-sub-operator PDE residual regularization, with a predictor bank aligned to Lie-Trotter operator splitting and separate latent modules for pressure, saturation transport, and reaction before fine-tuning on limited labeled runs.","On single-phase Darcy flow, PI-JEPA reports 1.9x lower error than FNO and 2.4x lower error than DeepONet at 100 labeled runs, plus a 24% gain over supervised-only training at 500 labeled runs.","The abstract-level evidence is centered on single-phase Darcy flow and low-label fine-tuning settings, so broader multiphysics generalization is not established here.",Test the pretraining scheme on broader multiphysics operators and more realistic reservoir simulation settings.,abstract-level synthesis
2604.00394,Deep Networks Favor Simple Data,arxiv,2026-04-01T02:23:21Z,Weyl Lu; Chenjie Hao; Yubei Chen,cs.LG; cs.AI,https://huggingface.co/papers/2604.00394,https://arxiv.org/abs/2604.00394,/root/workspace/jepa/pdfs/2604.00394.pdf,The classic OOD density anomaly reflects a broader pattern: deep networks across architectures and density estimators systematically assign higher density to simpler data.,"Separates the trained network from the density estimator, introduces Jacobian-based and autoregressive self-estimators, and studies multiple model families including I-JEPA with external complexity metrics.","The study finds highly consistent density rankings favoring simpler samples within datasets and across OOD pairs, with strong agreement across independently trained models and with complexity metrics.","The authors explicitly state that the goal is to define and visualize the question more clearly, not to settle it completely.","Further investigate why deep networks favor simple data across architectures, objectives, and density estimators.",abstract-level synthesis
2604.00383,Mine-JEPA: In-Domain Self-Supervised Learning for Mine-Like Object Classification in Side-Scan Sonar,arxiv,2026-04-01T02:08:07Z,Taeyoun Kwon; Youngwon Choi; Hyeonyu Kim; Myeongkyun Cho; Junhyeok Choi; Moon Hwan Kim,cs.CV,https://huggingface.co/papers/2604.00383,https://arxiv.org/abs/2604.00383,/root/workspace/jepa/pdfs/2604.00383.pdf,Carefully designed in-domain self-supervised learning can outperform far larger general-purpose vision foundation models for side-scan sonar mine classification under data scarcity.,"Mine-JEPA pretrains with the SIGReg self-supervised loss on 1,170 unlabeled sonar images, then evaluates binary and 3-class mine-like object classification, including a compact ViT-Tiny setting and synthetic data augmentation.","The method reaches F1 0.935 for mine vs. non-mine and 0.820 for 3-class classification with augmentation, outperforming fine-tuned DINOv3 in both settings; applying in-domain SSL to foundation models degrades performance by 10 to 13 points, and the compact backbone remains competitive with 4x fewer parameters.",The summary is limited to side-scan sonar classification with a small unlabeled corpus and binary/3-class tasks.,Evaluate the approach on broader sonar datasets and clarify when domain adaptation helps or harms stronger pretrained models.,abstract-level synthesis
2603.29966,Scaling Video Pretraining for Surgical Foundation Models,arxiv,2026-03-31T16:31:25Z,Sicheng Lu; Zikai Xiao; Jianhui Wei; Danyu Sun; Qi Lu; Keli Hu; Yang Feng; Jian Wu; Zongxin Yang; Zuozhu Liu,cs.CV,https://huggingface.co/papers/2603.29966,https://arxiv.org/abs/2603.29966,/root/workspace/jepa/pdfs/2603.29966.pdf,"Surgical video understanding needs a scalable and reproducible pretraining recipe and benchmark, and JEPA-based pretraining is a strong candidate foundation.","Curates a 10,535-video, 214.5 million-frame corpus, develops a unified pretraining pipeline and standardized benchmark across 16 downstream datasets, and instantiates SurgRec-MAE and SurgRec-JEPA.","SurgRec consistently outperforms self-supervised baselines and vision-language models across downstream datasets, while the abstract notes that VLMs are unreliable for fine-grained temporal recognition and sensitive to prompt phrasing.",The abstract emphasizes limitations of prior surgical foundation models but does not specify concrete limitations of SurgRec itself.,"The released recipe, models, and benchmark are positioned as a foundation for building more general surgical video models.",abstract-level synthesis
2603.29796,JEPA-MSAC: A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications,arxiv,2026-03-31T14:29:42Z,Can Zheng; Jiguang He; Guofa Cai; Nannan Li; Mehdi Bennis; Henk Wymeersch; Merouane Debbah,eess.SP,https://huggingface.co/papers/2603.29796,https://arxiv.org/abs/2603.29796,/root/workspace/jepa/pdfs/2603.29796.pdf,A shared self-supervised multimodal predictive backbone can support several wireless PHY tasks with lower adaptation cost than task-specific supervised pipelines.,"JEPA-MSAC maps multimodal sensing and communication measurements into a unified token space, pretrains a shared backbone with temporal block-masked JEPA, then freezes that backbone and trains lightweight heads for localization, beam prediction, and RSSI prediction.","The learned latent state supports accurate multi-task prediction with low adaptation cost, and ablations highlight scaling behavior and the effect of key pretraining choices.",The abstract does not provide headline numerical gains and focuses on a specific set of wireless prediction tasks.,"Extend the framework to more sensing modalities, communication settings, and downstream PHY tasks.",abstract-level synthesis
2603.27134,Semantic Interaction Information mediates compositional generalization in latent space,arxiv,2026-03-28T04:46:44Z,John Schwarcz,cs.LG,https://huggingface.co/papers/2603.27134,https://arxiv.org/abs/2603.27134,/root/workspace/jepa/pdfs/2603.27134.pdf,"Compositional generalization in latent-space tasks depends on modeling interactions among relevant latent variables, and Semantic Interaction Information captures how much those interactions matter for performance.","Frames compositional generalization as variational inference over interacting latent variables, introduces the Cognitive Gridworld POMDP and the Semantic Interaction Information metric, analyzes RNN variants, and proposes Representation Classification Chains with separate RL-based inference and self-supervised embedding modules.","Semantic Interaction Information explains the accuracy gap between Echo State and fully trained networks, reveals a confidence-versus-accuracy failure mode, and the proposed RCC architecture generalizes to novel combinations of relevant variables.","The hard regime exposes a circular dependence between inferring latent variables and learning their interactions, and the evidence summarized in the abstract is centered on the Cognitive Gridworld setting.","Use Cognitive Gridworld as a benchmark for continual meta-learning and goal-directed generalist agents, and extend RCC-style disentangling of inference and embeddings to richer environments.",abstract-level synthesis
2603.25981,Policy-Guided World Model Planning for Language-Conditioned Visual Navigation,arxiv,2026-03-26T23:47:49Z,Amirhosein Chahe; Lifeng Zhou,cs.RO; cs.AI; cs.CL,https://huggingface.co/papers/2603.25981,https://arxiv.org/abs/2603.25981,/root/workspace/jepa/pdfs/2603.25981.pdf,Policy-guided initialization can make latent world-model planning more effective for language-conditioned visual navigation than either reactive policies or uninformed planning alone.,"Builds PiJEPA as a two-stage system: an Octo-based navigation policy conditioned on frozen DINOv2 or V-JEPA-2 features is finetuned on CAST, then its action distribution warm-starts MPPI planning over a separately trained JEPA world model in the same latent space.","Using the policy prior speeds planner convergence and improves goal-reaching and instruction-following, with PiJEPA outperforming standalone policy execution and uninformed world-model planning on real-world navigation tasks.","The abstract focuses on CAST-based training and real-world navigation evaluation, while broader task coverage and system tradeoffs beyond this two-stage setup are not detailed.",Test the policy-guided planning recipe on broader embodied tasks and continue exploring how encoder choice affects both policy and world-model components.,abstract-level synthesis
2603.25841,GazeQwen: Lightweight Gaze-Conditioned LLM Modulation for Streaming Video Understanding,arxiv,2026-03-26T19:03:49Z,Trong Thang Pham; Hien Nguyen; Ngan Le,cs.CV; cs.AI,https://huggingface.co/papers/2603.25841,https://arxiv.org/abs/2603.25841,/root/workspace/jepa/pdfs/2603.25841.pdf,Learning gaze-conditioned hidden-state modulation is a more effective way to inject eye-gaze information into multimodal video models than prompt-style overlays or simply scaling model size.,"Introduces GazeQwen, where a small gaze resampler combines V-JEPA 2.1 video features with fixation-based positional encodings and injects additive residuals into selected Qwen decoder layers, with an optional LoRA refinement stage, then evaluates on all StreamGaze tasks.","GazeQwen reaches 63.9% accuracy on StreamGaze, outperforming the same backbone using gaze prompts by 16.1 points and GPT-4o by 10.5 points, the best result reported in the abstract.","The evidence in the abstract is concentrated on the StreamGaze benchmark, and it does not spell out deployment or latency tradeoffs beyond describing the approach as lightweight.",Apply gaze-conditioned layer modulation to other streaming video or multimodal reasoning settings and study which injection locations are most useful.,abstract-level synthesis
2603.25216,A Wireless World Model for AI-Native 6G Networks,arxiv,2026-03-26T09:16:55Z,Ziqi Chen; Yi Ren; Yixuan Huang; Qi Sun; Nan Li; Yuhong Huang; Chih-Lin I; Yifan Li; Liang Xia,cs.NI; cs.AI; eess.SP,https://huggingface.co/papers/2603.25216,https://arxiv.org/abs/2603.25216,/root/workspace/jepa/pdfs/2603.25216.pdf,Wireless channel modeling benefits from a physics-aware multimodal world model that internalizes causal links between 3D geometry and signal dynamics rather than relying on purely data-driven pattern matching.,"Pretrains a multimodal mixture-of-experts Transformer world model on a large ray-traced dataset using a joint-embedding predictive architecture that fuses channel state information, 3D point clouds, and user trajectories, then validates on real measurements and five downstream tasks.","The Wireless World Model performs strongly in seen environments, unseen generalization settings, and real-world measurements, consistently beating uni-modal foundation models and task-specific baselines across the supported downstream tasks.","The abstract emphasizes large-scale multimodal pretraining and downstream wins, but does not detail failure modes or operational costs for deployment.",Use the model as a foundation for physics-aware 6G intelligence and extend multimodal wireless world modeling to additional network tasks and environments.,abstract-level synthesis
2603.24327,Le MuMo JEPA: Multi-Modal Self-Supervised Representation Learning with Learnable Fusion Tokens,arxiv,2026-03-25T14:09:59Z,Ciem Cornelissen; Sam Leroux; Pieter Simoens,cs.CV,https://huggingface.co/papers/2603.24327,https://arxiv.org/abs/2603.24327,/root/workspace/jepa/pdfs/2603.24327.pdf,Learnable fusion-token bottlenecks can make multimodal JEPA training efficient while preserving strong downstream performance across aligned sensor pairs.,"Le MuMo JEPA extends LeJEPA with modality-specific patch stems, a shared transformer, learnable fusion tokens, pruned fusion after early cross-modal attention, and SIGReg on the joint multimodal CLS embedding; it is tested on RGB-depth and RGB-thermal settings.","The model gives the strongest performance-efficiency trade-off among from-scratch multimodal baselines on Waymo, remains strongest under from-scratch training on nuScenes, and achieves the best FLIR results, especially after Waymo-initialized fine-tuning, while using less compute and memory.","The demonstrated scope is aligned RGB-depth and RGB-thermal perception benchmarks, so broader modality mixes are not covered in the summary.",Apply the fusion-token design to additional sensor combinations and transfer settings beyond driving benchmarks.,abstract-level synthesis
2603.23308,Curriculum-Driven 3D CT Report Generation via Language-Free Visual Grafting and Zone-Constrained Compression,huggingface_papers;arxiv,2026-03-24T15:13:30Z,V. K. Cody Bumgardner; Mitchell A. Klusty; Mahmut S. Gokmen; Evan W. Damron,cs.CV; cs.AI,https://huggingface.co/papers/2603.23308,https://arxiv.org/abs/2603.23308,/root/workspace/jepa/pdfs/2603.23308.pdf,Language-free self-supervised visual pretraining plus curriculum-based vision-language adaptation can improve 3D CT report generation while keeping the decoder grounded in patient-specific imaging content.,"Presents Ker-VLJEPA-3B, a four-phase curriculum that adapts a Llama 3.2 3B decoder to frozen LeJEPA CT features, with zone-constrained cross-attention compression, PCA whitening, positive-findings-only training, warm bridge initialization, and selective freezing with elastic weight consolidation.","On CT-RATE, the system reaches macro F1 0.429 versus a 0.414 prior state of the art, improves to 0.448 with threshold optimization, and ablations attribute 56.6% of generation quality to patient-specific visual content.","The summary is centered on thoracic CT and a positive-findings-only strategy, so broader report coverage and other imaging domains are not described in the abstract.",Transfer the curriculum and language-free visual backbone design to other report-generation settings and other self-supervised medical encoders.,abstract-level synthesis
2603.22649,Pretext Matters: An Empirical Study of SSL Methods in Medical Imaging,arxiv,2026-03-23T23:53:16Z,Vedrana Ivezić; Mara Pleasure; Ashwath Radhachandran; Saarang Panchavati; Shreeram Athreya; Vivek Sant; Benjamin Emert; Gregory Fishbein; Corey Arnold; William Speier,cs.CV,https://huggingface.co/papers/2603.22649,https://arxiv.org/abs/2603.22649,/root/workspace/jepa/pdfs/2603.22649.pdf,The best self-supervised objective in medical imaging depends on how clinically relevant signal is spatially organized within each modality.,"Empirically compares joint embedding architectures and joint embedding predictive architectures on ultrasound and histopathology, then checks the clinical relevance of the learned features with board-certified radiologists and pathologists.","JEAs work better when informative signal is spatially localized, as in histopathology, while JEPAs are better when useful information is globally structured, as in liver ultrasound.","The study summarized in the abstract covers two representative modalities, so the proposed matching framework still needs broader validation across medical imaging settings.","Extend the modality-to-objective matching framework to additional imaging types, spatial structures, and noise regimes.",abstract-level synthesis
2603.22281,ThinkJEPA: Empowering Latent World Models with Large Vision-Language Reasoning Model,huggingface_papers;arxiv,2026-03-23T17:59:42Z,Haichao Zhang; Yijiang Li; Shwai He; Tushar Nagarajan; Mingfei Chen; Jianglin Lu; Ang Li; Yun Fu,cs.CV; cs.AI; cs.CL; cs.LG; cs.RO,https://huggingface.co/papers/2603.22281,https://arxiv.org/abs/2603.22281,/root/workspace/jepa/pdfs/2603.22281.pdf,Long-horizon latent world modeling improves when dense JEPA dynamics are guided by semantically richer reasoning signals from a large vision-language model.,"Combines a dense JEPA branch for fine-grained motion with a sparsely sampled VLM thinker branch for semantic guidance, using a hierarchical pyramid module to convert multi-layer VLM representations into features compatible with latent prediction.","On hand-manipulation trajectory prediction, the method beats both a strong VLM-only baseline and a JEPA predictor baseline and produces more robust long-horizon rollouts.","The abstract focuses on hand-manipulation trajectories and specifically motivates the method around VLM sparse sampling, language bottlenecks, and small-data adaptation issues.",Apply VLM-guided JEPA world modeling to broader action-conditioned forecasting tasks and refine how reasoning signals are injected across time scales.,abstract-level synthesis
2603.21340,ARYA: A Physics-Constrained Composable & Deterministic World Model Architecture,arxiv,2026-03-22T17:46:04Z,Seth Dobrin; Lukasz Chmiel,cs.AI; cs.DC,https://huggingface.co/papers/2603.21340,https://arxiv.org/abs/2603.21340,/root/workspace/jepa/pdfs/2603.21340.pdf,"A deterministic, composable world model built from specialized nano models and protected by an immutable safety kernel can satisfy canonical world-model requirements without a monolithic neural foundation model.","Describes the ARYA architecture through five design principles, a hierarchical system of nano models orchestrated by the AARA agent, formal alignment to canonical world-model requirements, and high-level benchmark comparisons against named frontier systems.","The abstract claims linear scaling, sparse activation, selective untraining, sub-20-second training cycles, an uncircumventable safety boundary, and state-of-the-art results on 6 of 9 benchmarks across seven industry nodes.","The abstract is claim-dense and summarizes benchmark outcomes at a high level without detailing protocols, conditions, or the evidence behind each comparison.",Independent validation of the reported benchmark claims and further study of composable safety-constrained world models across domain-specific deployments.,abstract-level synthesis
2603.20111,Var-JEPA: A Variational Formulation of the Joint-Embedding Predictive Architecture -- Bridging Predictive and Generative Self-Supervised Learning,arxiv,2026-03-20T16:36:29Z,Moritz Gögl; Christopher Yau,cs.LG; cs.AI,https://huggingface.co/papers/2603.20111,https://arxiv.org/abs/2603.20111,/root/workspace/jepa/pdfs/2603.20111.pdf,"JEPA can be cast as a variational latent-variable model, and making that structure explicit yields a more principled predictive self-supervised objective with uncertainty estimates.","Var-JEPA derives a single-ELBO formulation from coupled latent-variable models, replacing heuristic anti-collapse regularization with an explicit variational objective; the paper instantiates this as Var-T-JEPA for tabular data.","The framework produces meaningful representations without ad hoc anti-collapse regularizers, enables principled latent uncertainty quantification, and consistently improves over T-JEPA on tabular tasks while staying competitive with strong raw-feature baselines.","The abstracted evidence is for tabular data, so effectiveness on vision, audio, or video settings is not established here.",Extend the variational JEPA formulation to other modalities and study uncertainty-aware downstream uses.,abstract-level synthesis
2603.20048,Structured Latent Dynamics in Wireless CSI via Homomorphic World Models,arxiv,2026-03-20T15:32:47Z,Salmane Naoumi; Mehdi Bennis; Marwa Chafii,eess.SP; cs.LG,https://huggingface.co/papers/2603.20048,https://arxiv.org/abs/2603.20048,/root/workspace/jepa/pdfs/2603.20048.pdf,"Wireless CSI can be modeled as structured latent dynamics, and imposing homomorphic geometric structure makes JEPA world models more predictive and spatially faithful.","Learns action-conditioned latent dynamics from CSI trajectories with a self-supervised JEPA framework and uses Lie-algebra-based homomorphic updates to structure transitions in latent space, then evaluates on DICHASUS.","The method preserves topology and forecasts future embeddings better than strong baselines across unseen environments, while also producing metrically faithful channel charts.","The abstract reports results on DICHASUS and latent-space quality, but does not detail how performance transfers to wider wireless deployments.","Build downstream systems for mobility-aware scheduling, localization, and wireless scene understanding on top of the learned latent space.",abstract-level synthesis
