paper_id,published,year,month,corpus_group,primary_theme,secondary_tags,title,authors,hf_papers_available,arxiv_url,local_pdf
2410.19560,2024-10-25T13:48:12Z,2024,2024-10,core,foundations_theory_objective,theory,Connecting Joint-Embedding Predictive Architecture with Contrastive Self-supervised Learning,Shentong Mo; Shengbang Tong,False,https://arxiv.org/abs/2410.19560,/root/workspace/jepa/pdfs/2410.19560.pdf
2411.16695,2024-11-10T01:40:42Z,2024,2024-11,core,vision_perception_ssl,theory;benchmarking,Recurrent Joint Embedding Predictive Architecture with Recurrent Forward Propagation Learning,Osvaldo M Velarde; Lucas C Parra,False,https://arxiv.org/abs/2411.16695,/root/workspace/jepa/pdfs/2411.16695.pdf
2411.14808,2024-11-22T09:08:58Z,2024,2024-11,adjacent,language_reasoning,language;multimodal;generative_bridge;benchmarking,High-Resolution Image Synthesis via Next-Token Prediction,Dengsheng Chen; Jie Hu; Tiezhu Yue; Xiaoming Wei; Enhua Wu,True,https://arxiv.org/abs/2411.14808,/root/workspace/jepa/pdfs/2411.14808.pdf
2411.19806,2024-11-29T16:11:47Z,2024,2024-11,core,vision_perception_ssl,video;language,Zero-shot Musical Stem Retrieval with Joint-Embedding Predictive Architectures,Alain Riou; Antonin Gagneré; Gaëtan Hadjeres; Stefan Lattner; Geoffroy Peeters,False,https://arxiv.org/abs/2411.19806,/root/workspace/jepa/pdfs/2411.19806.pdf
2412.05333,2024-12-05T19:00:14Z,2024,2024-12,core,scientific_industrial_domains,language;remote_or_science;benchmarking,Learning Symmetry-Independent Jet Representations via Jet-Based Joint Embedding Predictive Architecture,Subash Katel; Haoyang Li; Zihan Zhao; Raghav Kansal; Farouk Mokhtar; Javier Duarte,True,https://arxiv.org/abs/2412.05333,/root/workspace/jepa/pdfs/2412.05333.pdf
2412.10925,2024-12-14T18:33:29Z,2024,2024-12,core,video_temporal,video;world_model;generative_bridge,Video Representation Learning with Joint-Embedding Predictive Architectures,Katrina Drozdov; Ravid Shwartz-Ziv; Yann LeCun,True,https://arxiv.org/abs/2412.10925,/root/workspace/jepa/pdfs/2412.10925.pdf
2412.14123,2024-12-18T18:11:53Z,2024,2024-12,adjacent,scientific_industrial_domains,multimodal;remote_or_science,"AnySat: One Earth Observation Model for Many Resolutions, Scales, and Modalities",Guillaume Astruc; Nicolas Gonthier; Clement Mallet; Loic Landrieu,True,https://arxiv.org/abs/2412.14123,/root/workspace/jepa/pdfs/2412.14123.pdf
2501.03005,2025-01-06T13:30:16Z,2025,2025-01,adjacent,vision_perception_ssl,language,PiLaMIM: Toward Richer Visual Representations by Integrating Pixel and Latent Masked Image Modeling,Junmyeong Lee; Eui Jun Hwang; Sukmin Cho; Jong C. Park,False,https://arxiv.org/abs/2501.03005,/root/workspace/jepa/pdfs/2501.03005.pdf
2501.04969,2025-01-09T04:47:51Z,2025,2025-01,core,vision_perception_ssl,generative_bridge;benchmarking,Self-Supervised Representation Learning with Joint Embedding Predictive Architecture for Automotive LiDAR Object Detection,Haoran Zhu; Zhenyuan Dong; Kristi Topollai; Beiyao Sha; Anna Choromanska,True,https://arxiv.org/abs/2501.04969,/root/workspace/jepa/pdfs/2501.04969.pdf
2501.14622,2025-01-24T16:41:41Z,2025,2025-01,core,world_models_planning_control,world_model,ACT-JEPA: Novel Joint-Embedding Predictive Architecture for Efficient Policy Representation Learning,Aleksandar Vujinovic; Aleksandar Kovacevic,True,https://arxiv.org/abs/2501.14622,/root/workspace/jepa/pdfs/2501.14622.pdf
2502.01684,2025-02-02T07:42:45Z,2025,2025-02,adjacent,vision_perception_ssl,theory;language;benchmarking,"Predict, Cluster, Refine: A Joint Embedding Predictive Self-Supervised Framework for Graph Representation Learning",Srinitish Srinivasan; Omkumar CU,False,https://arxiv.org/abs/2502.01684,/root/workspace/jepa/pdfs/2502.01684.pdf
2502.03933,2025-02-06T10:16:27Z,2025,2025-02,core,scientific_industrial_domains,language;remote_or_science;benchmarking,HEP-JEPA: A foundation model for collider physics using joint embedding predictive architecture,Jai Bardhan; Radhikesh Agrawal; Abhiram Tilak; Cyrin Neeraj; Subhadip Mitra,True,https://arxiv.org/abs/2502.03933,/root/workspace/jepa/pdfs/2502.03933.pdf
2502.14819,2025-02-20T18:39:41Z,2025,2025-02,adjacent,world_models_planning_control,world_model,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,Vlad Sobal; Wancong Zhang; Kyunghyun Cho; Randall Balestriero; Tim G. J. Rudner; Yann LeCun,True,https://arxiv.org/abs/2502.14819,/root/workspace/jepa/pdfs/2502.14819.pdf
2502.18056,2025-02-25T10:21:49Z,2025,2025-02,adjacent,vision_perception_ssl,language;world_model;medical;generative_bridge,Escaping The Big Data Paradigm in Self-Supervised Representation Learning,Carlos Vélez García; Miguel Cazorla; Jorge Pomares,False,https://arxiv.org/abs/2502.18056,/root/workspace/jepa/pdfs/2502.18056.pdf
2503.05774,2025-02-25T22:03:28Z,2025,2025-02,adjacent,multimodal_vlm_vla,language;multimodal;remote_or_science,GeoJEPA: Towards Eliminating Augmentation- and Sampling Bias in Multimodal Geospatial Learning,Theodor Lundqvist; Ludvig Delvret,False,https://arxiv.org/abs/2503.05774,/root/workspace/jepa/pdfs/2503.05774.pdf
2503.01411,2025-03-03T11:05:44Z,2025,2025-03,adjacent,world_models_planning_control,world_model,Learning Actionable World Models for Industrial Process Control,Peng Yan; Ahmed Abdulkadir; Gerrit A. Schatte; Giulia Aguzzi; Joonsu Gha; Nikola Pascher; Matthias Rosenthal; Yunlong Gao; Benjamin F. Grewe; Thilo Stadelmann,False,https://arxiv.org/abs/2503.01411,/root/workspace/jepa/pdfs/2503.01411.pdf
2503.06380,2025-03-09T01:34:28Z,2025,2025-03,core,language_reasoning,theory;language;multimodal;world_model;benchmarking,TI-JEPA: An Innovative Energy-based Joint Embedding Strategy for Text-Image Multimodal Systems,Khang H. N. Vo; Duc P. T. Nguyen; Thong Nguyen; Tho T. Quan,True,https://arxiv.org/abs/2503.06380,/root/workspace/jepa/pdfs/2503.06380.pdf
2504.01928,2025-04-02T17:38:03Z,2025,2025-04,adjacent,vision_perception_ssl,,Is the Reversal Curse a Binding Problem? Uncovering Limitations of Transformers from a Basic Generalization Failure,Boshi Wang; Huan Sun,True,https://arxiv.org/abs/2504.01928,/root/workspace/jepa/pdfs/2504.01928.pdf
2504.03169,2025-04-04T04:59:10Z,2025,2025-04,core,scientific_industrial_domains,language;remote_or_science;generative_bridge;benchmarking,REJEPA: A Novel Joint-Embedding Predictive Architecture for Efficient Remote Sensing Image Retrieval,Shabnam Choudhury; Yash Salunkhe; Sarthak Mehrotra; Biplab Banerjee,False,https://arxiv.org/abs/2504.03169,/root/workspace/jepa/pdfs/2504.03169.pdf
2504.10512,2025-04-10T01:31:11Z,2025,2025-04,core,vision_perception_ssl,language;world_model,JEPA4Rec: Learning Effective Language Representations for Sequential Recommendation via Joint Embedding Predictive Architecture,Minh-Anh Nguyen; Dung D. Le,False,https://arxiv.org/abs/2504.10512,/root/workspace/jepa/pdfs/2504.10512.pdf
2504.12721,2025-04-17T07:54:26Z,2025,2025-04,adjacent,vision_perception_ssl,video;benchmarking,TimeCapsule: Solving the Jigsaw Puzzle of Long-Term Time Series Forecasting with Compressed Predictive Representations,Yihang Lu; Yangyang Xu; Qitao Qing; Xianwei Meng,False,https://arxiv.org/abs/2504.12721,/root/workspace/jepa/pdfs/2504.12721.pdf
2504.16140,2025-04-22T02:43:00Z,2025,2025-04,core,foundations_theory_objective,theory,SparseJEPA: Sparse Representation Learning of Joint Embedding Predictive Architectures,Max Hartman; Lav Varshney,True,https://arxiv.org/abs/2504.16140,/root/workspace/jepa/pdfs/2504.16140.pdf
2504.16591,2025-04-23T10:16:12Z,2025,2025-04,core,world_models_planning_control,video;world_model,JEPA for RL: Investigating Joint-Embedding Predictive Architectures for Reinforcement Learning,Tristan Kenneweg; Philip Kenneweg; Barbara Hammer,False,https://arxiv.org/abs/2504.16591,/root/workspace/jepa/pdfs/2504.16591.pdf
2505.03176,2025-05-06T04:39:11Z,2025,2025-05,core,world_models_planning_control,world_model,seq-JEPA: Autoregressive Predictive Learning of Invariant-Equivariant World Models,Hafez Ghaemi; Eilif Muller; Shahab Bakhtiari,True,https://arxiv.org/abs/2505.03176,/root/workspace/jepa/pdfs/2505.03176.pdf
2505.14543,2025-05-20T15:58:54Z,2025,2025-05,adjacent,vision_perception_ssl,audio;language;benchmarking,Time to Embed: Unlocking Foundation Models for Time Series with Channel Descriptions,Utsav Dutta; Sina Khoshfetrat Pakazad; Henrik Ohlsson,False,https://arxiv.org/abs/2505.14543,/root/workspace/jepa/pdfs/2505.14543.pdf
2506.14782,2025-05-25T03:34:33Z,2025,2025-05,adjacent,medical_bio_health,theory;video;language;medical;generative_bridge,Integrating Dynamical Systems Learning with Foundational Models: A Meta-Evolutionary AI Framework for Clinical Trials,Joseph Geraci; Bessi Qorri; Christian Cumbaa; Mike Tsay; Paul Leonczyk; Luca Pani,False,https://arxiv.org/abs/2506.14782,/root/workspace/jepa/pdfs/2506.14782.pdf
2506.09985,2025-06-11T17:57:09Z,2025,2025-06,core,world_models_planning_control,video;language;world_model,"V-JEPA 2: Self-Supervised Video Models Enable Understanding, Prediction and Planning",Mido Assran; Adrien Bardes; David Fan; Quentin Garrido; Russell Howes; Mojtaba; Komeili; Matthew Muckley; Ammar Rizvi; Claire Roberts; Koustuv Sinha; Artem Zholus; Sergio Arnaud; Abha Gejji; Ada Martin; Francois Robert Hogan; Daniel Dugas; Piotr Bojanowski; Vasil Khalidov; Patrick Labatut; Francisco Massa; Marc Szafraniec; Kapil Krishnakumar; Yong Li; Xiaodong Ma; Sarath Chandar; Franziska Meier; Yann LeCun; Michael Rabbat; Nicolas Ballas,True,https://arxiv.org/abs/2506.09985,/root/workspace/jepa/pdfs/2506.09985.pdf
2507.00028,2025-06-17T11:46:03Z,2025,2025-06,core,vision_perception_ssl,world_model,HiT-JEPA: A Hierarchical Self-supervised Trajectory Embedding Framework for Similarity Computation,Lihuan Li; Hao Xue; Shuang Ao; Yang Song; Flora Salim,False,https://arxiv.org/abs/2507.00028,/root/workspace/jepa/pdfs/2507.00028.pdf
2506.16216,2025-06-19T11:08:20Z,2025,2025-06,adjacent,scientific_industrial_domains,multimodal;world_model;remote_or_science,From Pixels to CSI: Distilling Latent Dynamics For Efficient Wireless Resource Management,Charbel Bou Chaaya; Abanoub M. Girgis; Mehdi Bennis,False,https://arxiv.org/abs/2506.16216,/root/workspace/jepa/pdfs/2506.16216.pdf
2506.18194,2025-06-22T22:51:53Z,2025,2025-06,core,scientific_industrial_domains,world_model;remote_or_science,Joint Embedding Predictive Architecture for self-supervised pretraining on polymer molecular graphs,Francesco Piccoli; Gabriel Vogel; Jana M. Weber,False,https://arxiv.org/abs/2506.18194,/root/workspace/jepa/pdfs/2506.18194.pdf
2506.18220,2025-06-23T00:57:43Z,2025,2025-06,adjacent,vision_perception_ssl,world_model;medical,Cross-Architecture Knowledge Distillation (KD) for Retinal Fundus Image Anomaly Detection on NVIDIA Jetson Nano,Berk Yilmaz; Aniruddh Aiyengar,False,https://arxiv.org/abs/2506.18220,/root/workspace/jepa/pdfs/2506.18220.pdf
2507.02915,2025-06-25T08:38:27Z,2025,2025-06,core,audio_speech,audio,Audio-JEPA: Joint-Embedding Predictive Architecture for Audio Representation Learning,Ludovic Tuncay; Etienne Labbé; Emmanouil Benetos; Thomas Pellegrini,True,https://arxiv.org/abs/2507.02915,/root/workspace/jepa/pdfs/2507.02915.pdf
2506.20795,2025-06-25T19:36:45Z,2025,2025-06,adjacent,benchmarks_surveys_critiques,video;language;multimodal;world_model;benchmarking,How do Foundation Models Compare to Skeleton-Based Approaches for Gesture Recognition in Human-Robot Interaction?,Stephanie Käs; Anton Burenko; Louis Markert; Onur Alp Culha; Dennis Mack; Timm Linder; Bastian Leibe,False,https://arxiv.org/abs/2506.20795,/root/workspace/jepa/pdfs/2506.20795.pdf
2507.01080,2025-07-01T16:37:55Z,2025,2025-07,core,benchmarks_surveys_critiques,language,"Development and Comparative Evaluation of Three Artificial Intelligence Models (NLP, LLM, JEPA) for Predicting Triage in Emergency Departments: A 7-Month Retrospective Proof-of-Concept",Edouard Lansiaux; Ramy Azzouz; Emmanuel Chazard; Amélie Vromant; Eric Wiel,False,https://arxiv.org/abs/2507.01080,/root/workspace/jepa/pdfs/2507.01080.pdf
2507.03633,2025-07-04T15:01:34Z,2025,2025-07,core,benchmarks_surveys_critiques,video;world_model;medical;benchmarking,From Video to EEG: Adapting Joint Embedding Predictive Architecture to Uncover Saptiotemporal Dynamics in Brain Signal Analysis,Amirabbas Hojjati; Lu Li; Ibrahim Hameed; Anis Yazidi; Pedro G. Lind; Rabindra Khadka,True,https://arxiv.org/abs/2507.03633,/root/workspace/jepa/pdfs/2507.03633.pdf
2507.15216,2025-07-21T03:36:58Z,2025,2025-07,core,vision_perception_ssl,language;generative_bridge,Improving Joint Embedding Predictive Architecture with Diffusion Noise,Yuping Qiu; Rui Zhu; Ying-cong Chen,True,https://arxiv.org/abs/2507.15216,/root/workspace/jepa/pdfs/2507.15216.pdf
2507.17958,2025-07-23T22:02:56Z,2025,2025-07,adjacent,medical_bio_health,video;audio;language;world_model;medical,VIBE: Video-Input Brain Encoder for fMRI Response Modeling,Daniel Carlström Schad; Shrey Dixit; Janis Keck; Viktor Studenyak; Aleksandr Shpilevoi; Andrej Bicanski,True,https://arxiv.org/abs/2507.17958,/root/workspace/jepa/pdfs/2507.17958.pdf
2507.18424,2025-07-24T14:01:02Z,2025,2025-07,adjacent,medical_bio_health,video;medical,Self-Supervised Ultrasound-Video Segmentation with Feature Prediction and 3D Localised Loss,Edward Ellis; Robert Mendel; Andrew Bulpitt; Nasim Parsa; Michael F Byrne; Sharib Ali,False,https://arxiv.org/abs/2507.18424,/root/workspace/jepa/pdfs/2507.18424.pdf
2507.19956,2025-07-26T13:57:08Z,2025,2025-07,adjacent,multimodal_vlm_vla,video;audio;language;multimodal;world_model;medical,Predicting Brain Responses To Natural Movies With Multimodal LLMs,Cesar Kadir Torrico Villanueva; Jiaxin Cindy Tu; Mihir Tripathy; Connor Lane; Rishab Iyer; Paul S. Scotti,False,https://arxiv.org/abs/2507.19956,/root/workspace/jepa/pdfs/2507.19956.pdf
2507.20491,2025-07-28T03:00:35Z,2025,2025-07,adjacent,vision_perception_ssl,theory;language;world_model;medical;benchmarking,"Speaking in Words, Thinking in Logic: A Dual-Process Framework in QA Systems",Tuan Bui; Trong Le; Phat Thai; Sang Nguyen; Minh Hua; Ngan Pham; Thang Bui; Tho Quan,True,https://arxiv.org/abs/2507.20491,/root/workspace/jepa/pdfs/2507.20491.pdf
2508.02829,2025-08-04T18:52:17Z,2025,2025-08,adjacent,foundations_theory_objective,language,Elucidating the Role of Feature Normalization in IJEPA,Adam Colton,False,https://arxiv.org/abs/2508.02829,/root/workspace/jepa/pdfs/2508.02829.pdf
2508.10489,2025-08-14T09:46:11Z,2025,2025-08,core,vision_perception_ssl,world_model;generative_bridge,Learning State-Space Models of Dynamic Systems from Arbitrary Data using Joint Embedding Predictive Architectures,Jonas Ulmen; Ganesh Sundaram; Daniel Görges,False,https://arxiv.org/abs/2508.10489,/root/workspace/jepa/pdfs/2508.10489.pdf
2509.06831,2025-09-08T16:04:19Z,2025,2025-09,adjacent,benchmarks_surveys_critiques,video;multimodal;medical;benchmarking,Leveraging Generic Foundation Models for Multimodal Surgical Data Analysis,Simon Pezold; Jérôme A. Kurylec; Jan S. Liechti; Beat P. Müller; Joël L. Lavanchy,True,https://arxiv.org/abs/2509.06831,/root/workspace/jepa/pdfs/2509.06831.pdf
2509.14252,2025-09-11T03:03:57Z,2025,2025-09,core,language_reasoning,language;generative_bridge,LLM-JEPA: Large Language Models Meet Joint Embedding Predictive Architectures,Hai Huang; Yann LeCun; Randall Balestriero,True,https://arxiv.org/abs/2509.14252,/root/workspace/jepa/pdfs/2509.14252.pdf
2509.12249,2025-09-12T05:28:29Z,2025,2025-09,core,foundations_theory_objective,theory;world_model;medical,Why and How Auxiliary Tasks Improve JEPA Representations,Jiacan Yu; Siyi Chen; Mingrui Liu; Nono Horiuchi; Vladimir Braverman; Zicheng Xu; Dan Haramati; Randall Balestriero,False,https://arxiv.org/abs/2509.12249,/root/workspace/jepa/pdfs/2509.12249.pdf
2509.12193,2025-09-15T17:54:20Z,2025,2025-09,adjacent,vision_perception_ssl,video,Domain-Adaptive Pretraining Improves Primate Behavior Recognition,Felix B. Mueller; Timo Lueddecke; Richard Vogg; Alexander S. Ecker,True,https://arxiv.org/abs/2509.12193,/root/workspace/jepa/pdfs/2509.12193.pdf
2509.15470,2025-09-18T22:35:44Z,2025,2025-09,core,multimodal_vlm_vla,language;multimodal;medical,Self-supervised learning of imaging and clinical signatures using a multimodal joint-embedding predictive architecture,Thomas Z. Li; Aravind R. Krishnan; Lianrui Zuo; John M. Still; Kim L. Sandler; Fabien Maldonado; Thomas A. Lasko; Bennett A. Landman,False,https://arxiv.org/abs/2509.15470,/root/workspace/jepa/pdfs/2509.15470.pdf
2509.21595,2025-09-25T21:05:07Z,2025,2025-09,adjacent,benchmarks_surveys_critiques,video;world_model;benchmarking,Temporal vs. Spatial: Comparing DINOv3 and V-JEPA2 Feature Representations for Video Action Analysis,Sai Varun Kodathala; Rakesh Vunnam,False,https://arxiv.org/abs/2509.21595,/root/workspace/jepa/pdfs/2509.21595.pdf
2509.23238,2025-09-27T10:38:14Z,2025,2025-09,adjacent,audio_speech,audio;language;world_model;benchmarking,WavJEPA: Semantic learning unlocks robust audio foundation models for raw waveforms,Goksenin Yuksel; Pierre Guetschel; Michael Tangermann; Marcel van Gerven; Kiki van der Heijden,True,https://arxiv.org/abs/2509.23238,/root/workspace/jepa/pdfs/2509.23238.pdf
2509.24317,2025-09-29T05:55:17Z,2025,2025-09,core,foundations_theory_objective,video;benchmarking,Rethinking JEPA: Compute-Efficient Video SSL with Frozen Teachers,Xianhang Li; Chen Huang; Chun-Liang Li; Eran Malach; Josh Susskind; Vimal Thilak; Etai Littwin,True,https://arxiv.org/abs/2509.24317,/root/workspace/jepa/pdfs/2509.24317.pdf
2509.25449,2025-09-29T19:57:37Z,2025,2025-09,adjacent,video_temporal,video;language,Joint Embeddings Go Temporal,Sofiane Ennadir; Siavash Golkar; Leopoldo Sarra,True,https://arxiv.org/abs/2509.25449,/root/workspace/jepa/pdfs/2509.25449.pdf
2510.00974,2025-10-01T14:51:10Z,2025,2025-10,core,language_reasoning,language;multimodal;generative_bridge,JEPA-T: Joint-Embedding Predictive Architecture with Text Fusion for Image Generation,Siheng Wan; Zhengtao Yao; Zhengdao Li; Junhao Dong; Yanshu Li; Yikai Li; Linshan Li; Haoyan Xu; Yijiang Li; Zhikang Dong; Huacan Wang; Jifeng Shen,True,https://arxiv.org/abs/2510.00974,/root/workspace/jepa/pdfs/2510.00974.pdf
2510.02311,2025-10-02T17:59:50Z,2025,2025-10,adjacent,video_temporal,video;language;world_model;generative_bridge,Inferring Dynamic Physical Properties from Video Foundation Models,Guanqi Zhan; Xianzheng Ma; Weidi Xie; Andrew Zisserman,False,https://arxiv.org/abs/2510.02311,/root/workspace/jepa/pdfs/2510.02311.pdf
2510.03075,2025-10-03T15:02:27Z,2025,2025-10,adjacent,benchmarks_surveys_critiques,video;world_model;generative_bridge;benchmarking,What Drives Compositional Generalization in Visual Generative Models?,Karim Farid; Rajat Sahay; Yumna Ali Alnaggar; Simon Schrodi; Volker Fischer; Cordelia Schmid; Thomas Brox,False,https://arxiv.org/abs/2510.03075,/root/workspace/jepa/pdfs/2510.03075.pdf
2510.03706,2025-10-04T07:11:20Z,2025,2025-10,adjacent,world_models_planning_control,video;world_model,EmbodiSwap for Zero-Shot Robot Imitation Learning,Eadom Dessalene; Pavan Mantripragada; Michael Maynord; Yiannis Aloimonos,False,https://arxiv.org/abs/2510.03706,/root/workspace/jepa/pdfs/2510.03706.pdf
2510.05949,2025-10-07T14:06:30Z,2025,2025-10,adjacent,foundations_theory_objective,theory;multimodal;world_model,Gaussian Embeddings: How JEPAs Secretly Learn Your Data Density,Randall Balestriero; Nicolas Ballas; Mike Rabbat; Yann LeCun,True,https://arxiv.org/abs/2510.05949,/root/workspace/jepa/pdfs/2510.05949.pdf
2510.14876,2025-10-16T16:55:30Z,2025,2025-10,adjacent,video_temporal,video;language;world_model;benchmarking,BADAS: Context Aware Collision Prediction Using Real-World Dashcam Data,Roni Goldshmidt; Hamish Scott; Lorenzo Niccolini; Shizhan Zhu; Daniel Moura; Orly Zvitia,True,https://arxiv.org/abs/2510.14876,/root/workspace/jepa/pdfs/2510.14876.pdf
2510.16240,2025-10-17T22:05:25Z,2025,2025-10,adjacent,medical_bio_health,video;language;multimodal;world_model;medical;benchmarking,Cosmos-Surg-dVRK: World Foundation Model-based Automated Online Evaluation of Surgical Robot Policy Learning,Lukas Zbinden; Nigel Nelson; Juo-Tung Chen; Xinhao Chen; Ji Woong Kim; Mahdi Azizian; Axel Krieger; Sean Huver,False,https://arxiv.org/abs/2510.16240,/root/workspace/jepa/pdfs/2510.16240.pdf
2510.21840,2025-10-22T13:40:38Z,2025,2025-10,adjacent,video_temporal,video;world_model;remote_or_science;generative_bridge;benchmarking,Improving the Physics of Video Generation with VJEPA-2 Reward Signal,Jianhao Yuan; Xiaofeng Zhang; Felix Friedrich; Nicolas Beltran-Velez; Melissa Hall; Reyhane Askari-Hemmat; Xiaochuang Han; Nicolas Ballas; Michal Drozdzal; Adriana Romero-Soriano,False,https://arxiv.org/abs/2510.21840,/root/workspace/jepa/pdfs/2510.21840.pdf
2510.21581,2025-10-24T15:49:54Z,2025,2025-10,adjacent,audio_speech,video;audio;language;world_model;benchmarking,Foley Control: Aligning a Frozen Latent Text-to-Audio Model to Video,Ciara Rowles; Varun Jampani; Simon Donné; Shimon Vainer; Julian Parker; Zach Evans,True,https://arxiv.org/abs/2510.21581,/root/workspace/jepa/pdfs/2510.21581.pdf
2511.05622,2025-11-06T23:12:43Z,2025,2025-11,adjacent,vision_perception_ssl,video;language;world_model;benchmarking,Grounding Foundational Vision Models with 3D Human Poses for Robust Action Recognition,Nicholas Babey; Tiffany Gu; Yiheng Li; Cristian Meo; Kevin Zhu,False,https://arxiv.org/abs/2511.05622,/root/workspace/jepa/pdfs/2511.05622.pdf
2511.08544,2025-11-11T18:21:55Z,2025,2025-11,adjacent,foundations_theory_objective,theory;world_model,LeJEPA: Provable and Scalable Self-Supervised Learning Without the Heuristics,Randall Balestriero; Yann LeCun,True,https://arxiv.org/abs/2511.08544,/root/workspace/jepa/pdfs/2511.08544.pdf
2511.09675,2025-11-12T19:27:40Z,2025,2025-11,adjacent,video_temporal,video;world_model;benchmarking,PriVi: Towards A General-Purpose Video Model For Primate Behavior In The Wild,Felix B. Mueller; Jan F. Meier; Timo Lueddecke; Richard Vogg; Roger L. Freixanet; Valentin Hassler; Tiffany Bosshard; Elif Karakoc; William J. O'Hearn; Sofia M. Pereira; Sandro Sehner; Kaja Wierucka; Judith Burkart; Claudia Fichtel; Julia Fischer; Alexander Gail; Catherine Hobaiter; Julia Ostner; Liran Samuni; Oliver Schülke; Neda Shahidi; Erin G. Wessling; Alexander S. Ecker,True,https://arxiv.org/abs/2511.09675,/root/workspace/jepa/pdfs/2511.09675.pdf
2511.09783,2025-11-12T22:33:56Z,2025,2025-11,core,vision_perception_ssl,theory;world_model,Koopman Invariants as Drivers of Emergent Time-Series Clustering in Joint-Embedding Predictive Architectures,Pablo Ruiz-Morales; Dries Vanoost; Davy Pissoort; Mathias Verbeke,False,https://arxiv.org/abs/2511.09783,/root/workspace/jepa/pdfs/2511.09783.pdf
